"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"vue.#Location";"1";"1";"1";"vue.";"G";"vue.#1"
"hôtel#Location";"0";"38";"294";"hôtel";"N";"hôtel#294"
"accueil#Reservation/check-in/check-out";"0";"37";"81";"accueil";"N";"accueil#81"
"personnel#Staff";"0";"35";"137";"personnel";"N";"personnel#137"
"camping#Location";"0";"35";"210";"camping";"N";"camping#210"
"séjour#unknown";"0";"31";"103";"séjour";"N";"séjour#103"
"hôtel#unknown";"0";"30";"294";"hôtel";"N";"hôtel#294"
"hotel#Location";"0";"28";"141";"hotel";"N";"hotel#141"
"piscine#Swimming pool";"0";"28";"133";"piscine";"N";"piscine#133"
"chambre#Rooms";"0";"23";"131";"chambre";"N";"chambre#131"
"y#unknown";"0";"22";"149";"y";"Q";"y#149"
"chambres#Rooms";"0";"18";"84";"chambre";"N";"chambres#84"
"vacances#unknown";"0";"17";"61";"vacance";"N";"vacances#61"
"hôtel#Interior/exterior";"0";"17";"294";"hôtel";"N";"hôtel#294"
"camping#Interior/exterior";"0";"14";"210";"camping";"N";"camping#210"
"y#Location";"0";"13";"149";"y";"Q";"y#149"
"il#Location";"0";"10";"220";"il";"Q";"il#220"
"sanitaires#Bathroom";"0";"9";"20";"sanitaire";"N";"sanitaires#20"
"il#unknown";"0";"9";"220";"il";"Q";"il#220"
"animations#unknown";"0";"9";"45";"animation";"N";"animations#45"
"le#Location";"0";"9";"712";"le";"Q";"le#712"
"piscines#Swimming pool";"0";"8";"25";"piscine";"N";"piscines#25"
"tout#unknown";"0";"8";"148";"tout";"P";"tout#148"
"prix#Value-for-money";"0";"8";"78";"prix";"N";"prix#78"
"hotel#Interior/exterior";"0";"7";"141";"hotel";"N";"hotel#141"
"hotel#unknown";"0";"7";"141";"hotel";"N";"hotel#141"
"restaurant#Restaurant";"0";"7";"57";"restaurer";"V";"restaurant#57"
"le#unknown";"0";"7";"712";"le";"Q";"le#712"
"animations#Facilities";"0";"6";"45";"animation";"N";"animations#45"
"animation#unknown";"0";"6";"51";"animation";"N";"animation#51"
"repas#Restaurant";"0";"6";"23";"repas";"N";"repas#23"
"service#Staff";"0";"6";"39";"service";"N";"service#39"
"propreté#Cleanliness";"0";"6";"20";"propreté";"N";"propreté#20"
"cuisine#Restaurant";"0";"5";"12";"cuisine";"N";"cuisine#12"
"y#Interior/exterior";"0";"5";"149";"y";"Q";"y#149"
"animation#Facilities";"0";"5";"51";"animation";"N";"animation#51"
"service#unknown";"0";"5";"39";"service";"N";"service#39"
"plage#unknown";"0";"5";"63";"plage";"N";"plage#63"
"vous#unknown";"0";"4";"143";"lui";"Q";"vous#145"
"wifi#Internet";"0";"4";"13";"wifi";"N";"wifi#13"
"parking#Car parking";"0";"4";"25";"parking";"N";"parking#25"
"acceuil#Reservation/check-in/check-out";"0";"4";"7";"acceuil";"N";"acceuil#7"
"restauration#Restaurant";"0";"4";"11";"restauration";"N";"restauration#11"
"bar#Restaurant";"0";"4";"29";"bar";"N";"bar#29"
"vacance#unknown";"0";"4";"12";"vacance";"N";"vacance#12"
"camping#unknown";"0";"4";"210";"camping";"N";"camping#210"
"nourriture#Restaurant";"0";"3";"29";"nourriture";"N";"nourriture#29"
"il#Staff";"0";"3";"220";"il";"Q";"il#220"
"sejour#unknown";"0";"3";"21";"sejour";"P";"sejour#21"
"emplacement#unknown";"0";"3";"28";"emplacement";"N";"emplacement#28"
"cela#unknown";"0";"3";"31";"cela";"P";"cela#31"
"snack#Restaurant";"0";"3";"7";"snack";"G";"snack#7"
"mobilhome#Rooms";"0";"3";"8";"mobilhome";"N";"mobilhome#8"
"je#Interior/exterior";"0";"3";"136";"je";"Q";"je#136"
"ils#unknown";"0";"3";"28";"Ils";"Q";"ils#28"
"sanitaire#Bathroom";"0";"3";"4";"sanitaire";"N";"sanitaire#4"
"eau#unknown";"0";"3";"39";"eau";"N";"eau#39"
"elle#Rooms";"0";"3";"15";"lui";"Q";"elle#15"
"endroit#Interior/exterior";"0";"3";"17";"endroit";"N";"endroit#17"
"chambres#unknown";"0";"3";"84";"chambre";"N";"chambres#84"
"déco#Interior/exterior";"0";"3";"5";"déco";"N";"déco#5"
"equipe#Staff";"0";"2";"7";"Equipe";"N";"equipe#7"
"sanitaires#unknown";"0";"2";"20";"sanitaire";"N";"sanitaires#20"
"emplacement#Location";"0";"2";"28";"emplacement";"N";"emplacement#28"
"c'#unknown";"0";"2";"103";"c'";"Q";"c'#103"
"on#Interior/exterior";"0";"2";"184";"on";"Q";"on#184"
"accueil#unknown";"0";"2";"81";"accueil";"N";"accueil#81"
"nous#unknown";"0";"2";"290";"lui";"Q";"nous#299"
"piscine#unknown";"0";"2";"133";"piscine";"N";"piscine#133"
"points#Interior/exterior";"0";"2";"23";"Points";"P";"points#23"
"chambre#unknown";"0";"2";"131";"chambre";"N";"chambre#131"
"adresse#unknown";"0";"2";"3";"adresser";"N";"adresse#3"
"souvenirs#unknown";"0";"2";"5";"souvenir";"N";"souvenirs#5"
"décoration#Interior/exterior";"0";"2";"5";"décoration";"N";"décoration#5"
"endroit#unknown";"0";"2";"17";"endroit";"N";"endroit#17"
"emplacement#Rooms";"0";"2";"28";"emplacement";"N";"emplacement#28"
"staff#Staff";"0";"2";"6";"staff";"N";"staff#6"
"prestations#unknown";"0";"2";"15";"prestations";"G";"prestations#15"
"ils#Staff";"0";"2";"28";"Ils";"Q";"ils#28"
"spectacles#Facilities";"0";"2";"6";"spectacle";"N";"spectacles#6"
"je#unknown";"0";"2";"136";"je";"Q";"je#136"
"cocktails#Restaurant";"0";"2";"4";"cocktail";"N";"cocktails#4"
"alimentation#Restaurant";"0";"2";"3";"alimentation";"N";"alimentation#3"
"serveurs#Staff";"0";"2";"6";"Serveurs";"D";"serveurs#6"
"on#unknown";"0";"2";"184";"on";"Q";"on#184"
"activités#unknown";"0";"2";"27";"activité";"N";"activités#27"
"internet#Internet";"0";"2";"9";"internet";"N";"internet#9"
"temps#unknown";"0";"2";"24";"temps";"N";"temps#24"
"endroit#Location";"0";"2";"17";"endroit";"N";"endroit#17"
"ambiance#Interior/exterior";"0";"2";"15";"ambiance";"N";"ambiance#15"
"placé#Location";"0";"2";"16";"placer";"V";"placé#16"
"séjour#Interior/exterior";"0";"2";"103";"séjour";"N";"séjour#103"
"buffet#Restaurant";"0";"2";"19";"buffet";"N";"buffet#19"
"c'#Interior/exterior";"0";"2";"103";"c'";"Q";"c'#103"
"moquette#unknown";"0";"2";"5";"moquette";"V";"moquette#5"
"souvenir#unknown";"0";"1";"5";"souvenir";"N";"souvenir#5"
"c'#Value-for-money";"0";"1";"103";"c'";"Q";"c'#103"
"hôtel#Noisiness";"0";"1";"294";"hôtel";"N";"hôtel#294"
"personel#Staff";"0";"1";"2";"personel";"N";"personel#2"
"minibar#Rooms";"0";"1";"3";"Minibar";"N";"minibar#3"
"ensemble#unknown";"0";"1";"19";"ensemble";"G";"ensemble#19"
"grillage#unknown";"0";"1";"2";"grillage";"N";"grillage#2"
"studio#Rooms";"0";"1";"2";"studio";"O";"studio#2"
"mer#Interior/exterior";"0";"1";"35";"mer";"N";"mer#35"
"infrastructure#Interior/exterior";"0";"1";"2";"infrastructure";"N";"infrastructure#2"
"chalets#unknown";"0";"1";"3";"chalet";"N";"chalets#3"
"restaurants#Restaurant";"0";"1";"20";"restaurant";"N";"restaurants#20"
"endroits#unknown";"0";"1";"3";"endroit";"N";"endroits#3"
"design#Rooms";"0";"1";"10";"design";"P";"design#10"
"vu#Interior/exterior";"0";"1";"23";"voir";"V";"vu#23"
"activites#unknown";"0";"1";"4";"activites";"N";"activites#4"
"région#Interior/exterior";"0";"1";"13";"région";"N";"région#13"
"entretenu#Cleanliness";"0";"1";"11";"entretenir";"V";"entretenu#11"
"déjeuners#Breakfast";"0";"1";"4";"déjeuners";"P";"déjeuners#4"
"dormi#unknown";"0";"1";"2";"dormir";"V";"dormi#2"
"chambres#Bathroom";"0";"1";"84";"chambre";"N";"chambres#84"
"tgv#unknown";"0";"1";"2";"TGV";"N";"tgv#2"
"service#Facilities";"0";"1";"39";"service";"N";"service#39"
"propriétaires#Staff";"0";"1";"3";"propriétaire";"N";"propriétaires#3"
"déco#unknown";"0";"1";"5";"déco";"N";"déco#5"
"superette#unknown";"0";"1";"2";"Superette";"N";"superette#2"
"proprete#Cleanliness";"0";"1";"4";"proprete";"N";"proprete#4"
"toute#unknown";"0";"1";"35";"tout";"D";"toute#35"
"argent#unknown";"0";"1";"6";"argent";"N";"argent#6"
"il#Beds";"0";"1";"220";"il";"Q";"il#220"
"restaurants#unknown";"0";"1";"20";"restaurant";"N";"restaurants#20"
"milan#Internet";"0";"1";"4";"milan";"N";"milan#4"
"déjeuner#Breakfast";"0";"1";"42";"déjeuner";"V";"déjeuner#42"
"chauffage#unknown";"0";"1";"2";"chauffage";"N";"chauffage#2"
"pistes#Interior/exterior";"0";"1";"2";"piste";"N";"pistes#2"
"annecy#Location";"0";"1";"4";"annecy";"Q";"annecy#4"
"ici#unknown";"0";"1";"2";"ici";"G";"ici#2"
"région#Location";"0";"1";"13";"région";"N";"région#13"
"temps#Interior/exterior";"0";"1";"24";"temps";"N";"temps#24"
"activités#Facilities";"0";"1";"27";"activité";"N";"activités#27"
"boutiques#unknown";"0";"1";"3";"boutique";"N";"boutiques#3"
"vacances#Interior/exterior";"0";"1";"61";"vacance";"N";"vacances#61"
"elle#Staff";"0";"1";"15";"lui";"Q";"elle#15"
"télévision#Facilities";"0";"1";"2";"télévision";"N";"télévision#2"
"plages#unknown";"0";"1";"6";"plages";"P";"plages#6"
"pour#unknown";"0";"1";"433";"pour";"N";"pour#433"
"lits#Beds";"0";"1";"12";"lit";"N";"lits#12"
"toboggans#Facilities";"0";"1";"5";"toboggans";"G";"toboggans#5"
"escalier#Interior/exterior";"0";"1";"2";"escalier";"N";"escalier#2"
"les#unknown";"0";"1";"615";"le";"D";"les#615"
"restaurant#unknown";"0";"1";"57";"restaurer";"V";"restaurant#57"
"situation#Location";"0";"1";"9";"situation";"N";"situation#9"
"accueillis#unknown";"0";"1";"3";"accueillis";"V";"accueillis#3"
"douches#Bathroom";"0";"1";"10";"douche";"N";"douches#10"
"route#unknown";"0";"1";"10";"route";"N";"route#10"
"literie#unknown";"0";"1";"2";"literie";"N";"literie#2"
"région#unknown";"0";"1";"13";"région";"N";"région#13"
"extras#unknown";"0";"1";"2";"extras";"G";"extras#2"
"borne#unknown";"0";"1";"2";"borner";"V";"borne#2"
"douche#unknown";"0";"1";"28";"douche";"N";"douche#28"
"séjourner#unknown";"0";"1";"5";"séjourner";"V";"séjourner#5"
"elles#Car parking";"0";"1";"5";"lui";"Q";"elles#5"
"pizzas#Restaurant";"0";"1";"4";"pizza";"N";"pizzas#4"
"décoration#Rooms";"0";"1";"5";"décoration";"N";"décoration#5"
"cadre#Interior/exterior";"0";"1";"15";"cadre";"P";"cadre#15"
"bruit#Noisiness";"0";"1";"24";"bruit";"N";"bruit#24"
"je#Location";"0";"1";"136";"je";"Q";"je#136"
"tobbogans#Facilities";"0";"1";"2";"tobbogans";"N";"tobbogans#2"
"blanc#unknown";"0";"1";"2";"blanc";"G";"blanc#2"
"ascenceur#Facilities";"0";"1";"2";"ascenceur";"N";"ascenceur#2"
"zizo#Staff";"0";"1";"2";"zizo";"N";"zizo#2"
"prestations#Value-for-money";"0";"1";"15";"prestations";"G";"prestations#15"
"buffets#Restaurant";"0";"1";"4";"buffet";"N";"buffets#4"
"en#Swimming pool";"0";"1";"372";"en";"Q";"en#372"
"cottage#Rooms";"0";"1";"3";"cottage";"N";"cottage#3"
"cadre#unknown";"0";"1";"15";"cadre";"P";"cadre#15"
"hôtel#Value-for-money";"0";"1";"294";"hôtel";"N";"hôtel#294"
"tout#Staff";"0";"1";"148";"tout";"P";"tout#148"
"cela#Interior/exterior";"0";"1";"31";"cela";"P";"cela#31"
"emplacement#Interior/exterior";"0";"1";"28";"emplacement";"N";"emplacement#28"
"pizzéria#Restaurant";"0";"1";"2";"pizzéria";"N";"pizzéria#2"
"tablette#Bathroom";"0";"1";"2";"tablette";"N";"tablette#2"
"abords#Interior/exterior";"0";"1";"2";"abords";"P";"abords#2"
"prix#unknown";"0";"1";"78";"prix";"N";"prix#78"
"espace#Interior/exterior";"0";"1";"7";"espace";"N";"espace#7"
"poubelles#unknown";"0";"1";"4";"poubelle";"N";"poubelles#4"
"accueillis#Reservation/check-in/check-out";"0";"1";"3";"accueillis";"V";"accueillis#3"
"nuits#Noisiness";"0";"1";"13";"Nuits";"V";"nuits#13"
"djerba#unknown";"0";"1";"2";"Djerba";"N";"djerba#2"
"animateurs#Staff";"0";"1";"19";"animateur";"N";"animateurs#19"
"tv#unknown";"0";"1";"7";"TV";"N";"tv#7"
"sejour#Interior/exterior";"0";"1";"21";"sejour";"P";"sejour#21"
"terrasse#Restaurant";"0";"1";"16";"terrasser";"N";"terrasse#16"
"excrément#unknown";"0";"1";"2";"excrément";"N";"excrément#2"
"tobogans#unknown";"0";"1";"2";"tobogans";"N";"tobogans#2"
"palais#unknown";"0";"1";"2";"palais";"N";"palais#2"
"emplacements#unknown";"0";"1";"10";"emplacement";"N";"emplacements#10"
"nourriture#unknown";"0";"1";"29";"nourriture";"N";"nourriture#29"
"transat#unknown";"0";"1";"10";"transat";"V";"transat#10"
"organisée#unknown";"0";"1";"2";"organiser";"V";"organisée#2"
"cola#unknown";"0";"1";"4";"cola";"N";"cola#4"
"direction#unknown";"0";"1";"4";"direction";"N";"direction#4"
"balcon#Rooms";"0";"1";"6";"balcon";"N";"balcon#6"
"tennis#unknown";"0";"1";"5";"tennis";"N";"tennis#5"
"immeuble#Interior/exterior";"0";"1";"2";"Immeuble";"V";"immeuble#2"
"qualité#Interior/exterior";"0";"1";"65";"qualité";"D";"qualité#65"
"qualité#Value-for-money";"0";"1";"65";"qualité";"D";"qualité#65"
"climatisation#Facilities";"0";"1";"6";"Climatisation";"O";"climatisation#6"
"bar#unknown";"0";"1";"29";"bar";"N";"bar#29"
"elle#unknown";"0";"1";"15";"lui";"Q";"elle#15"
"attractions#Interior/exterior";"0";"1";"2";"Attractions";"P";"attractions#2"
"literie#Beds";"0";"1";"2";"literie";"N";"literie#2"
"elle#Swimming pool";"0";"1";"15";"lui";"Q";"elle#15"
"sauna#Swimming pool";"0";"1";"4";"sauna";"N";"sauna#4"
"tv#Facilities";"0";"1";"7";"TV";"N";"tv#7"
"complexe#unknown";"0";"1";"9";"complexe";"G";"complexe#9"
"tout#Interior/exterior";"0";"1";"148";"tout";"P";"tout#148"
"mer#unknown";"0";"1";"35";"mer";"N";"mer#35"
"mobilhomes#Rooms";"0";"1";"2";"Mobilhomes";"N";"mobilhomes#2"
"salon#Restaurant";"0";"1";"3";"salon";"N";"salon#3"
"transats#Facilities";"0";"1";"8";"transat";"D";"transats#8"
"spa#Swimming pool";"0";"1";"16";"SPA";"N";"spa#16"
"structure#unknown";"0";"1";"2";"structure";"N";"structure#2"
"le#Staff";"0";"1";"712";"le";"Q";"le#712"
"karaoké#unknown";"0";"1";"3";"karaoké";"D";"karaoké#3"
"ambiance#unknown";"0";"1";"15";"ambiance";"N";"ambiance#15"
"activiter#unknown";"0";"1";"2";"activiter";"V";"activiter#2"
"personne#Staff";"0";"1";"22";"personne";"P";"personne#22"
"en#unknown";"0";"1";"372";"en";"Q";"en#372"
"environnement#Interior/exterior";"0";"1";"3";"Environnement";"G";"environnement#3"
"tous#Staff";"0";"1";"60";"tout";"G";"tous#60"
"transats#unknown";"0";"1";"8";"transat";"D";"transats#8"
"toboggans#unknown";"0";"1";"5";"toboggans";"G";"toboggans#5"
"baignoire#Bathroom";"0";"1";"13";"baignoire";"N";"baignoire#13"
"entrée#unknown";"0";"1";"11";"entrée";"N";"entrée#11"
"situé#Location";"0";"1";"55";"situer";"V";"situé#55"
"personnel#unknown";"0";"1";"137";"personnel";"N";"personnel#137"
"escaliers#Interior/exterior";"0";"1";"2";"escalier";"N";"escaliers#2"
"point#unknown";"0";"1";"31";"point";"N";"point#31"
"services#unknown";"0";"1";"10";"service";"N";"services#10"
"linge#Bathroom";"0";"1";"2";"linge";"N";"linge#2"
"couloirs#unknown";"0";"1";"5";"couloir";"N";"couloirs#5"
"fanta#unknown";"0";"1";"2";"Fanta";"N";"fanta#2"
"ville#Location";"0";"1";"50";"ville";"N";"ville#50"
"emplacement#Car parking";"0";"1";"28";"emplacement";"N";"emplacement#28"
"aquapark#unknown";"0";"1";"6";"aquapark";"N";"aquapark#6"
"parc#Interior/exterior";"0";"1";"12";"parc";"N";"parc#12"
"décor#Interior/exterior";"0";"1";"2";"décor";"N";"décor#2"
"les#Staff";"0";"1";"615";"le";"D";"les#615"
"boissons#Restaurant";"0";"1";"15";"boisson";"N";"boissons#15"
"tarif#Value-for-money";"0";"1";"6";"tarif";"N";"tarif#6"
"séjour#Location";"0";"1";"103";"séjour";"N";"séjour#103"
"terrasse#Interior/exterior";"0";"1";"16";"terrasser";"N";"terrasse#16"
"toilettes#unknown";"0";"1";"8";"toilette";"N";"toilettes#8"
"hôtel#Facilities";"0";"1";"294";"hôtel";"N";"hôtel#294"
"toboggan#Swimming pool";"0";"1";"6";"toboggan";"N";"toboggan#6"
"placé#unknown";"0";"1";"16";"placer";"V";"placé#16"
"prestations#Facilities";"0";"1";"15";"prestations";"G";"prestations#15"
"abord#Interior/exterior";"0";"1";"2";"abord";"N";"abord#2"
"dormir#unknown";"0";"1";"9";"dormir";"V";"dormir#9"
"mange#unknown";"0";"1";"4";"manger";"V";"mange#4"
"matelas#unknown";"0";"1";"4";"matelas";"N";"matelas#4"
"propre#Cleanliness";"0";"1";"60";"propre";"G";"propre#60"
"tennis#Interior/exterior";"0";"1";"5";"tennis";"N";"tennis#5"
"bungalow#Rooms";"0";"1";"9";"bungalow";"N";"bungalow#9"
"y#Rooms";"0";"1";"149";"y";"Q";"y#149"
"batiments#unknown";"0";"1";"2";"batiments";"N";"batiments#2"
"calme#Noisiness";"0";"1";"37";"calme";"N";"calme#37"
"bruit#unknown";"0";"1";"24";"bruit";"N";"bruit#24"
"direction#Staff";"0";"1";"4";"direction";"N";"direction#4"
"eau#Bathroom";"0";"1";"39";"eau";"N";"eau#39"
"jardins#unknown";"0";"1";"5";"jardin";"N";"jardins#5"
"petits#unknown";"0";"1";"27";"petit";"G";"petits#27"
"c'#Location";"0";"1";"103";"c'";"Q";"c'#103"
"hotels#Location";"0";"1";"5";"hotels";"P";"hotels#5"
"la nouriture#Restaurant";"1";"6";"6";"le nouriture";"D N";"la#759 nouriture#6"
"le lit#Beds";"1";"5";"5";"le lit";"D N";"le#712 lit#12"
"les toilettes#Bathroom";"1";"5";"5";"le toilette";"D N";"les#615 toilettes#8"
"une équipe#Staff";"1";"3";"3";"un équipe";"D N";"une#293 équipe#19"
"un accueil#Reservation/check-in/check-out";"1";"3";"3";"un accueil";"D N";"un#532 accueil#81"
"le gérant#Staff";"1";"3";"3";"le gérant";"D N";"le#712 gérant#4"
"un directeur#Staff";"1";"3";"3";"un directeur";"D N";"un#532 directeur#8"
"des lits#Beds";"1";"2";"2";"un lit";"D N";"des#322 lits#12"
"le chalet#Rooms";"1";"2";"2";"le chalet";"D N";"le#712 chalet#3"
"le patron#Staff";"1";"2";"2";"le patron";"D N";"le#712 patron#3"
"des animateurs#Staff";"1";"2";"2";"des animateur";"D N";"des#322 animateurs#19"
"hôtel tamassa#Interior/exterior";"1";"1";"1";"hôtel Tamassa";"N N";"hôtel#294 tamassa#2"
"le séjours#Interior/exterior";"1";"1";"1";"le séjour";"D N";"le#712 séjours#9"
".l' hotel#Location";"1";"1";"1";".L' hotel";"D N";".l'#1 hotel#141"
"autres animateurs#unknown";"1";"1";"1";"autres animateur";"P N";"autres#27 animateurs#19"
"langouste grillée#unknown";"1";"1";"1";"langouste griller";"N V";"langouste#1 grillée#1"
"le café#unknown";"1";"1";"1";"le café";"D N";"le#712 café#9"
"la nespresso#Facilities";"1";"1";"1";"le nespresso";"D O";"la#759 nespresso#2"
"jeune animatrice#unknown";"1";"1";"1";"jeune animateur";"G N";"jeune#6 animatrice#1"
"les egyptiens#unknown";"1";"1";"1";"le Egyptiens";"D N";"les#615 egyptiens#1"
"cette dernière#unknown";"1";"1";"1";"ce dernier";"D G";"cette#43 dernière#6"
"petit balcon#Rooms";"1";"1";"1";"petit balcon";"G N";"petit#111 balcon#6"
"le coca#unknown";"1";"1";"1";"le coca";"D N";"le#712 coca#5"
"des surveillants#Staff";"1";"1";"1";"des surveillant";"P N";"des#322 surveillants#2"
"personnel homair#Staff";"1";"1";"1";"personnel Homair";"N N";"personnel#137 homair#1"
"les cocktails#Restaurant";"1";"1";"1";"le cocktail";"D N";"les#615 cocktails#4"
"papier peint#Interior/exterior";"1";"1";"1";"papier peindre";"N V";"papier#3 peint#1"
"deux chaise#unknown";"1";"1";"1";"deux chaise";"D N";"deux#33 chaise#5"
"service client#unknown";"1";"1";"1";"service client";"N N";"service#39 client#6"
"un restaurant#Restaurant";"1";"1";"1";"un restaurant";"D N";"un#532 restaurant#57"
"des voitures#unknown";"1";"1";"1";"un voiture";"D N";"des#322 voitures#3"
"un couloir#Facilities";"1";"1";"1";"un couloir";"D N";"un#532 couloir#1"
"le récif#Interior/exterior";"1";"1";"1";"le récif";"D N";"le#712 récif#1"
"le personels#Staff";"1";"1";"1";"le personels";"Q G";"le#712 personels#1"
"le sonna#Swimming pool";"1";"1";"1";"le sonna";"D N";"le#712 sonna#1"
"petits fourmies#unknown";"1";"1";"1";"petit Fourmies";"G N";"petits#27 fourmies#1"
"les suite#Rooms";"1";"1";"1";"le suite";"D N";"les#615 suite#10"
"le déjeuné#Breakfast";"1";"1";"1";"le déjeuné";"D N";"le#712 déjeuné#1"
"les toilette#Bathroom";"1";"1";"1";"le toilette";"D N";"les#615 toilette#4"
"la nourritures#Restaurant";"1";"1";"1";"le nourriture";"D N";"la#759 nourritures#1"
"séjour romantique#unknown";"1";"1";"1";"séjour romantique";"N G";"séjour#103 romantique#1"
"restaurant call#Restaurant";"1";"1";"1";"restaurer call";"V N";"restaurant#57 call#1"
"activités internes#Facilities";"1";"1";"1";"activité interne";"N G";"activités#27 internes#1"
"produit frais#Restaurant";"1";"1";"1";"produit frais";"N G";"produit#1 frais#10"
"certains mobilhommes#Rooms";"1";"1";"1";"certain mobilhommes";"D N";"certains#12 mobilhommes#1"
"cadre toscan#Interior/exterior";"1";"1";"1";"cadre toscan";"N G";"cadre#15 toscan#1"
"fauteuils orange#Rooms";"1";"1";"1";"Fauteuils orange";"V N";"fauteuils#2 orange#5"
"hôtel kyriad#Interior/exterior";"1";"1";"1";"hôtel Kyriad";"N N";"hôtel#294 kyriad#1"
