"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"bloedvlekken#strongnegative";"1";"1";"1";"bloedvlekken";"O";"bloedvlekken#1"
"fel#negative";"1";"1";"1";"fel";"N";"fel#1"
"ontspannende#positive";"1";"1";"1";"ontspannende";"G";"ontspannende#1"
"opgelengd#negative";"1";"1";"1";"opgelengd";"N";"opgelengd#1"
"kartonnen#negative";"1";"1";"1";"kartonnen";"N";"kartonnen#1"
"taai#negative";"1";"1";"1";"taai";"N";"taai#1"
"ruıme#positive";"1";"1";"1";"Ruıme";"R";"ruıme#1"
"kwaliteitsvol#positive";"1";"1";"1";"Kwaliteitsvol";"R";"kwaliteitsvol#1"
"mals#positive";"1";"1";"1";"mal";"N";"mals#1"
"behulpzaam.#positive";"1";"1";"1";"behulpzaam.";"G";"behulpzaam.#1"
"indrukwekkende#positive";"1";"1";"1";"indrukwekkende";"O";"indrukwekkende#1"
"klaagde#strongnegative";"1";"1";"1";"klaagde";"N";"klaagde#1"
"fraai#positive";"1";"1";"1";"Fraai";"R";"fraai#1"
"waanzin#strongnegative";"1";"1";"1";"Waanzin";"R";"waanzin#1"
"blinkende#strongpositive";"1";"1";"1";"blinkende";"N";"blinkende#1"
"afgestompt.#negative";"1";"1";"1";"Afgestompt.";"R";"afgestompt.#1"
"onverzorgd#negative";"1";"1";"1";"onverzorgd";"G";"onverzorgd#1"
"charmehotelletje#positive";"1";"1";"1";"Charmehotelletje";"R";"charmehotelletje#1"
"sappen#positive";"1";"1";"1";"sappen";"G";"sappen#1"
"leefbaar#positive";"1";"1";"1";"leefbaar";"G";"leefbaar#1"
"toppers#strongpositive";"1";"1";"1";"topper";"N";"toppers#1"
"ondiep#negative";"1";"1";"1";"ondiep";"O";"ondiep#1"
"onervaren#negative";"1";"1";"1";"onervaren";"G";"onervaren#1"
"haren#negative";"1";"1";"1";"haren";"N";"haren#1"
"onhygiënische#negative";"1";"1";"1";"onhygiënische";"G";"onhygiënische#1"
"tegenstelling#negative";"1";"1";"1";"Tegenstelling";"R";"tegenstelling#1"
"buurt.goed#positive";"1";"1";"1";"buurt.goed";"G";"buurt.goed#1"
"scheur#negative";"1";"1";"1";"Scheur";"R";"scheur#1"
"ongekend#strongpositive";"1";"1";"1";"ongekend";"A";"ongekend#1"
"hinderlijk#negative";"1";"1";"1";"hinderlijk";"V";"hinderlijk#1"
"herkend#positive";"1";"1";"1";"herkend";"N";"herkend#1"
"oubollige#negative";"1";"1";"1";"Oubollige";"R";"oubollige#1"
"behulpzaam.verder#positive";"1";"1";"1";"behulpzaam.verder";"P";"behulpzaam.verder#1"
"smakeloos#negative";"1";"1";"1";"smakeloos";"N";"smakeloos#1"
"soepel#positive";"1";"1";"1";"soepel";"N";"soepel#1"
"gerenoveerde#positive";"1";"1";"1";"gerenoveerde";"G";"gerenoveerde#1"
"problematisch#negative";"1";"1";"1";"problematisch";"G";"problematisch#1"
"versleten#negative";"1";"1";"1";"versleten";"O";"versleten#1"
"verwennerij#strongpositive";"1";"1";"1";"Verwennerij";"R";"verwennerij#1"
"perfekt#strongpositive";"1";"1";"1";"perfekt";"N";"perfekt#1"
"klassiek#positive";"1";"1";"1";"klassiek";"V";"klassiek#1"
"gehorige#negative";"1";"1";"1";"gehorige";"N";"gehorige#1"
"overvloedig#positive";"1";"1";"1";"overvloedig";"O";"overvloedig#1"
"misplaatste#negative";"1";"1";"1";"Misplaatste";"R";"misplaatste#1"
"voorkomend#positive";"1";"1";"1";"voorkomend";"N";"voorkomend#1"
"karaktervol#positive";"1";"1";"1";"karaktervol";"N";"karaktervol#1"
"ouderwetse#negative";"1";"1";"1";"Ouderwetse";"R";"ouderwetse#1"
"beleeft#positive";"1";"1";"1";"beleeft";"O";"beleeft#1"
"roestplekken#negative";"1";"1";"1";"roestplekken";"O";"roestplekken#1"
"adembenemend#strongpositive";"1";"1";"1";"adembenemend";"N";"adembenemend#1"
"optimaal#strongpositive";"1";"1";"1";"optimaal";"G";"optimaal#1"
"meertalig#positive";"1";"1";"1";"meertalig";"G";"meertalig#1"
"duoche#positive";"1";"1";"1";"duoche";"G";"duoche#1"
"supergoede#strongpositive";"1";"1";"1";"supergoede";"N";"supergoede#1"
"defecte#negative";"1";"1";"1";"Defecte";"R";"defecte#1"
"drijfnatte#strongnegative";"1";"1";"1";"drijfnatte";"N";"drijfnatte#1"
"klacht#negative";"1";"1";"1";"klacht";"N";"klacht#1"
"servicegericht#positive";"1";"1";"1";"servicegericht";"N";"servicegericht#1"
"klaagt#negative";"1";"1";"1";"klaagt";"N";"klaagt#1"
"foutieve#negative";"1";"1";"1";"foutieve";"N";"foutieve#1"
"lekkerste#strongpositive";"1";"1";"1";"lekkerste";"O";"lekkerste#1"
"heerkijk#strongpositive";"1";"1";"1";"heerkijk";"N";"heerkijk#1"
"mooier#positive";"1";"1";"1";"mooier";"G";"mooier#1"
"weigeren#negative";"1";"1";"1";"weigeren";"V";"weigeren#1"
"heerlijkheden#strongpositive";"1";"1";"1";"heerlijkheden";"N";"heerlijkheden#1"
"worstjes#positive";"1";"1";"1";"worstjes";"N";"worstjes#1"
"onverschillig#negative";"1";"1";"1";"onverschillig";"O";"onverschillig#1"
"fantastısche#strongpositive";"1";"1";"1";"fantastısche";"N";"fantastısche#1"
"magistraal#strongpositive";"1";"1";"1";"magistraal";"G";"magistraal#1"
"betere#positive";"1";"1";"1";"betere";"G";"betere#1"
"uniek#positive";"1";"1";"1";"uniek";"G";"uniek#1"
"vettigheid#negative";"1";"1";"1";"vettigheid";"N";"vettigheid#1"
"dito#positive";"1";"1";"1";"dito";"N";"dito#1"
"smakelijk#positive";"1";"1";"1";"smakelijk";"N";"smakelijk#1"
"afgebladerd#negative";"1";"1";"1";"afgebladerd";"N";"afgebladerd#1"
"brandgaten#negative";"1";"1";"1";"brandgaten";"N";"brandgaten#1"
"pracht#strongpositive";"1";"1";"1";"pracht";"V";"pracht#1"
"zogenaamde#negative";"1";"1";"1";"zogenaamde";"N";"zogenaamde#1"
"langzaam#negative";"1";"1";"1";"langzaam";"N";"langzaam#1"
"attend#positive";"1";"1";"1";"attend";"N";"attend#1"
"chagerijnig#negative";"1";"1";"1";"chagerijnig";"G";"chagerijnig#1"
"minimaal#strongnegative";"1";"1";"1";"minimaal";"G";"minimaal#1"
"uitgebried#positive";"1";"1";"1";"uitgebried";"G";"uitgebried#1"
"volzet#negative";"1";"1";"1";"volzet";"N";"volzet#1"
"miniafgebakken#negative";"1";"1";"1";"miniafgebakken";"G";"miniafgebakken#1"
"superschoon#strongpositive";"1";"1";"1";"Superschoon";"R";"superschoon#1"
"efficiente#positive";"1";"1";"1";"efficiente";"G";"efficiente#1"
"uitgebakken#negative";"1";"1";"1";"uitgebakken";"G";"uitgebakken#1"
"onaardige#negative";"1";"1";"1";"onaardige";"A";"onaardige#1"
"spiegeleieren#positive";"1";"1";"1";"spiegeleieren";"G";"spiegeleieren#1"
"fantasieloze#negative";"1";"1";"1";"Fantasieloze";"R";"fantasieloze#1"
"grandioos#strongpositive";"1";"1";"1";"grandioos";"N";"grandioos#1"
"gemoedelijk#positive";"1";"1";"1";"Gemoedelijk";"R";"gemoedelijk#1"
"unieke#positive";"1";"1";"1";"unieke";"G";"unieke#1"
"superfaciliteiten#strongpositive";"1";"1";"1";"superfaciliteiten";"N";"superfaciliteiten#1"
"familiale#positive";"1";"1";"1";"familiale";"G";"familiale#1"
"lek#negative";"1";"1";"1";"lek";"N";"lek#1"
"walgelijk#strongnegative";"1";"1";"1";"walgelijk";"N";"walgelijk#1"
"gastvrije#positive";"1";"1";"1";"gastvrije";"N";"gastvrije#1"
"claustrofobisch#strongnegative";"1";"1";"1";"Claustrofobisch";"R";"claustrofobisch#1"
"smaakt#positive";"1";"1";"1";"smaakt";"N";"smaakt#1"
"ongedwongen#positive";"1";"1";"1";"ongedwongen";"G";"ongedwongen#1"
"fris#positive";"1";"1";"1";"fris";"G";"fris#1"
"prima#positive";"0";"75";"134";"prima";"R";"prima#134"
"goed#positive";"0";"49";"225";"goed";"V";"goed#225"
"mooie#positive";"0";"37";"62";"mooie";"N";"mooie#62"
"mooi#positive";"0";"36";"83";"Mooi";"R";"mooi#83"
"vriendelijk#positive";"0";"35";"92";"vriendelijk";"N";"vriendelijk#92"
"goede#positive";"0";"30";"54";"goede";"R";"goede#54"
"super#strongpositive";"0";"25";"65";"super";"R";"super#65"
"leuk#positive";"0";"21";"60";"Leuk";"R";"leuk#60"
"lekker#positive";"0";"18";"64";"lekker";"N";"lekker#64"
"geen#negative";"0";"17";"187";"geen";"V";"geen#187"
"ruime#positive";"0";"16";"27";"ruime";"N";"ruime#27"
"netjes#positive";"0";"16";"34";"netjes";"N";"netjes#34"
"nette#positive";"0";"16";"18";"nette";"R";"nette#18"
"schoon#positive";"0";"16";"51";"schoon";"N";"schoon#51"
"behulpzaam#positive";"0";"15";"25";"behulpzaam";"N";"behulpzaam#25"
"klein#negative";"0";"15";"50";"klein";"G";"klein#50"
"groot#positive";"0";"15";"51";"groot";"N";"groot#51"
"uitstekend#strongpositive";"0";"14";"27";"uitstekend";"N";"uitstekend#27"
"schone#positive";"0";"14";"22";"schone";"N";"schone#22"
"gratis#positive";"0";"14";"37";"gratis";"N";"gratis#37"
"ruim#positive";"0";"14";"31";"ruim";"N";"ruim#31"
"heerlijk#positive";"0";"13";"42";"Heerlijk";"R";"heerlijk#42"
"perfect#strongpositive";"0";"12";"25";"perfect";"G";"perfect#25"
"prima#strongpositive";"0";"12";"134";"prima";"R";"prima#134"
"geweldig#strongpositive";"0";"11";"31";"geweldig";"R";"geweldig#31"
"top#strongpositive";"0";"11";"25";"top";"G";"top#25"
"leuke#positive";"0";"10";"27";"leuke";"N";"leuke#27"
"fantastisch#strongpositive";"0";"10";"14";"Fantastisch";"R";"fantastisch#14"
"uitgebreid#positive";"0";"9";"24";"uitgebreid";"G";"uitgebreid#24"
"proper#positive";"0";"8";"14";"proper";"G";"proper#14"
"prachtig#strongpositive";"0";"8";"20";"prachtig";"R";"prachtig#20"
"fijn#positive";"0";"8";"18";"fijn";"G";"fijn#18"
"ok#positive";"0";"7";"13";"ok";"G";"ok#13"
"koud#negative";"0";"7";"18";"koud";"G";"koud#18"
"uitstekende#strongpositive";"0";"7";"11";"uitstekende";"R";"uitstekende#11"
"grote#positive";"0";"7";"25";"grote";"G";"grote#25"
"prachtige#strongpositive";"0";"7";"15";"prachtige";"N";"prachtige#15"
"vriendelijke#positive";"0";"7";"18";"vriendelijke";"R";"vriendelijke#18"
"kleine#negative";"0";"7";"33";"kleine";"N";"kleine#33"
"gezellig#positive";"0";"6";"18";"gezellig";"G";"gezellig#18"
"heerlijk#strongpositive";"0";"6";"42";"Heerlijk";"R";"heerlijk#42"
"vieze#negative";"0";"6";"9";"vieze";"V";"vieze#9"
"perfecte#strongpositive";"0";"6";"19";"perfecte";"R";"perfecte#19"
"vies#negative";"0";"6";"15";"vies";"N";"vies#15"
"voldoende#positive";"0";"6";"25";"Voldoende";"R";"voldoende#25"
"slecht#negative";"0";"5";"24";"slecht";"N";"slecht#24"
"aardig#positive";"0";"5";"12";"Aardig";"R";"aardig#12"
"gedateerd#negative";"0";"5";"9";"gedateerd";"N";"gedateerd#9"
"oud#negative";"0";"5";"17";"oud";"G";"oud#17"
"keurig#positive";"0";"5";"7";"Keurig";"R";"keurig#7"
"oude#negative";"0";"5";"19";"oude";"G";"oude#19"
"modern#positive";"0";"4";"8";"modern";"G";"modern#8"
"redelijk#positive";"0";"4";"16";"redelijk";"N";"redelijk#16"
"duur#negative";"0";"4";"16";"duur";"N";"duur#16"
"gastvrij#positive";"0";"4";"5";"gastvrij";"N";"gastvrij#5"
"aanrader#positive";"0";"4";"44";"aanrader";"R";"aanrader#44"
"aanwezig#positive";"0";"4";"24";"aanwezig";"G";"aanwezig#24"
"luxe#positive";"0";"4";"22";"luxe";"G";"luxe#22"
"verouderd#negative";"0";"4";"10";"verouderd";"N";"verouderd#10"
"gezellige#positive";"0";"4";"5";"gezellige";"N";"gezellige#5"
"jammer#negative";"0";"3";"21";"Jammer";"R";"jammer#21"
"veel#positive";"0";"3";"124";"Veel";"R";"veel#124"
"hard#negative";"0";"3";"8";"hard";"G";"hard#8"
"ideaal#strongpositive";"0";"3";"13";"ideaal";"G";"ideaal#13"
"bruin#negative";"0";"3";"5";"bruin";"G";"bruin#5"
"bijbetalen#negative";"0";"3";"4";"Bijbetalen";"R";"bijbetalen#4"
"apart#positive";"0";"3";"5";"apart";"A";"apart#5"
"lekkere#positive";"0";"3";"5";"lekkere";"G";"lekkere#5"
"perfecte#positive";"0";"3";"19";"perfecte";"R";"perfecte#19"
"verzorgd#positive";"0";"3";"18";"verzorgd";"R";"verzorgd#18"
"heerlijke#positive";"0";"3";"14";"heerlijke";"R";"heerlijke#14"
"heerlijke#strongpositive";"0";"3";"14";"heerlijke";"R";"heerlijke#14"
"genoten#strongpositive";"0";"3";"17";"genoten";"R";"genoten#17"
"vuil#negative";"0";"3";"7";"vuil";"N";"vuil#7"
"gevarieerd#positive";"0";"3";"10";"gevarieerd";"G";"gevarieerd#10"
"rustig#positive";"0";"2";"16";"rustig";"G";"rustig#16"
"sfeervol#positive";"0";"2";"6";"sfeervol";"G";"sfeervol#6"
"verwarmd#positive";"0";"2";"4";"verwarmd";"A";"verwarmd#4"
"ideale#strongpositive";"0";"2";"3";"Ideale";"R";"ideale#3"
"rustige#positive";"0";"2";"10";"rustige";"R";"rustige#10"
"vers#positive";"0";"2";"16";"vers";"N";"vers#16"
"vlekken#negative";"0";"2";"6";"vlekken";"O";"vlekken#6"
"stuk#negative";"0";"2";"6";"stuk";"N";"stuk#6"
"flatscreen#positive";"0";"2";"4";"flatscreen";"G";"flatscreen#4"
"genoeg#positive";"0";"2";"27";"Genoeg";"R";"genoeg#27"
"functioneel#positive";"0";"2";"3";"functioneel";"O";"functioneel#3"
"minpunt#negative";"0";"2";"6";"Minpunt";"R";"minpunt#6"
"onbeleefd#negative";"0";"2";"3";"Onbeleefd";"R";"onbeleefd#3"
"schimmel#negative";"0";"2";"5";"schimmel";"N";"schimmel#5"
"prettige#positive";"0";"2";"3";"prettige";"G";"prettige#3"
"vreselijk#strongnegative";"0";"2";"5";"Vreselijk";"R";"vreselijk#5"
"niet#negative";"0";"2";"348";"Niet";"R";"niet#348"
"snel#positive";"0";"2";"16";"snel";"O";"snel#16"
"helaas#negative";"0";"2";"16";"helaas";"O";"helaas#16"
"rust#positive";"0";"2";"11";"Rust";"R";"rust#11"
"keurige#positive";"0";"2";"3";"keurige";"N";"keurige#3"
"betalen#negative";"0";"2";"20";"betalen";"A";"betalen#20"
"goeie#positive";"0";"2";"3";"Goeie";"R";"goeie#3"
"geweldige#strongpositive";"0";"2";"5";"geweldige";"R";"geweldige#5"
"arrogant#negative";"0";"2";"3";"arrogant";"G";"arrogant#3"
"gehorig#negative";"0";"2";"11";"gehorig";"N";"gehorig#11"
"te#negative";"0";"2";"339";"te";"R";"te#339"
"warm#positive";"0";"2";"18";"warm";"G";"warm#18"
"bedankt#positive";"0";"2";"6";"Bedankt";"R";"bedankt#6"
"benauwd#negative";"0";"2";"3";"benauwd";"N";"benauwd#3"
"schitterend#strongpositive";"0";"2";"7";"Schitterend";"R";"schitterend#7"
"warme#positive";"0";"2";"6";"warme";"O";"warme#6"
"degelijk#positive";"0";"2";"4";"Degelijk";"R";"degelijk#4"
"donker#negative";"0";"2";"3";"donker";"O";"donker#3"
"klasse#strongpositive";"0";"2";"3";"Klasse";"R";"klasse#3"
"eigen#positive";"0";"2";"14";"Eigen";"R";"eigen#14"
"minpuntje#negative";"0";"2";"4";"minpuntje";"N";"minpuntje#4"
"propere#positive";"0";"2";"3";"Propere";"R";"propere#3"
"harde#negative";"0";"2";"7";"harde";"G";"harde#7"
"aangenaam#positive";"0";"2";"9";"aangenaam";"G";"aangenaam#9"
"afgelegen#negative";"0";"2";"4";"afgelegen";"G";"afgelegen#4"
"aparte#positive";"0";"2";"10";"aparte";"O";"aparte#10"
"smerig#strongnegative";"0";"2";"7";"smerig";"N";"smerig#7"
"aanrader#strongpositive";"0";"2";"44";"aanrader";"R";"aanrader#44"
"uitgebreid#strongpositive";"0";"2";"24";"uitgebreid";"G";"uitgebreid#24"
"net#positive";"0";"2";"22";"net";"N";"net#22"
"minpuntjes#negative";"0";"2";"6";"minpuntjes";"N";"minpuntjes#6"
"kleine#positive";"0";"2";"33";"kleine";"N";"kleine#33"
"comfortabel#positive";"0";"2";"6";"comfortabel";"N";"comfortabel#6"
"zeer#strongpositive";"0";"1";"163";"zeer";"N";"zeer#163"
"warm#negative";"0";"1";"18";"warm";"G";"warm#18"
"druk#negative";"0";"1";"9";"Druk";"R";"druk#9"
"jacuzzi#positive";"0";"1";"4";"jacuzzi";"N";"jacuzzi#4"
"kingsize#positive";"0";"1";"5";"Kingsize";"R";"kingsize#5"
"mogelijk#positive";"0";"1";"9";"mogelijk";"G";"mogelijk#9"
"relaxen#positive";"0";"1";"2";"relaxen";"G";"relaxen#2"
"slecht#strongnegative";"0";"1";"24";"slecht";"N";"slecht#24"
"genieten#strongpositive";"0";"1";"11";"genieten";"G";"genieten#11"
"gevuld#positive";"0";"1";"3";"gevuld";"O";"gevuld#3"
"vreemde#negative";"0";"1";"2";"vreemde";"G";"vreemde#2"
"erop#strongnegative";"0";"1";"2";"erop";"V";"erop#2"
"overal#positive";"0";"1";"17";"overal";"G";"overal#17"
"sterke#positive";"0";"1";"2";"sterke";"N";"sterke#2"
"oud#positive";"0";"1";"17";"oud";"G";"oud#17"
"zacht#negative";"0";"1";"2";"zacht";"N";"zacht#2"
"simpel#negative";"0";"1";"4";"Simpel";"R";"simpel#4"
"werkende#positive";"0";"1";"2";"werkende";"G";"werkende#2"
"welkom#positive";"0";"1";"5";"welkom";"N";"welkom#5"
"praktisch#positive";"0";"1";"3";"praktisch";"N";"praktisch#3"
"euro#strongpositive";"0";"1";"27";"euro";"N";"euro#27"
"enorme#strongpositive";"0";"1";"5";"enorme";"O";"enorme#5"
"prijzig#negative";"0";"1";"3";"prijzig";"G";"prijzig#3"
"behoorlijk#negative";"0";"1";"3";"behoorlijk";"N";"behoorlijk#3"
"snelle#positive";"0";"1";"3";"snelle";"O";"snelle#3"
"echt#positive";"0";"1";"87";"echt";"N";"echt#87"
"topvakantie#strongpositive";"0";"1";"2";"Topvakantie";"R";"topvakantie#2"
"nachtmerrie#strongnegative";"0";"1";"2";"nachtmerrie";"O";"nachtmerrie#2"
"krap#negative";"0";"1";"5";"Krap";"R";"krap#5"
"massaal#negative";"0";"1";"2";"massaal";"G";"massaal#2"
"simpel#positive";"0";"1";"4";"Simpel";"R";"simpel#4"
"eenvoudig#negative";"0";"1";"4";"eenvoudig";"N";"eenvoudig#4"
"klein#positive";"0";"1";"50";"klein";"G";"klein#50"
"prettig#positive";"0";"1";"6";"Prettig";"R";"prettig#6"
"goeie#strongpositive";"0";"1";"3";"Goeie";"R";"goeie#3"
"matig#negative";"0";"1";"4";"matig";"G";"matig#4"
"compleet#positive";"0";"1";"3";"compleet";"G";"compleet#3"
"genoten#positive";"0";"1";"17";"genoten";"R";"genoten#17"
"vies#strongnegative";"0";"1";"15";"vies";"N";"vies#15"
"oudere#negative";"0";"1";"3";"oudere";"N";"oudere#3"
"variatie#positive";"0";"1";"10";"variatie";"V";"variatie#10"
"zelfs#positive";"0";"1";"22";"zelfs";"N";"zelfs#22"
"lastig#negative";"0";"1";"2";"lastig";"G";"lastig#2"
"fantastich#strongpositive";"0";"1";"2";"Fantastich";"R";"fantastich#2"
"inbegrepen#positive";"0";"1";"8";"inbegrepen";"O";"inbegrepen#8"
"gedateerde#negative";"0";"1";"2";"Gedateerde";"R";"gedateerde#2"
"mini#negative";"0";"1";"2";"mini";"G";"mini#2"
"gunstig#positive";"0";"1";"8";"gunstig";"N";"gunstig#8"
"behoorlijke#negative";"0";"1";"3";"behoorlijke";"P";"behoorlijke#3"
"zakelijk#positive";"0";"1";"2";"zakelijk";"N";"zakelijk#2"
"10#strongpositive";"0";"1";"24";"10";"O";"10#24"
"schandalig#strongnegative";"0";"1";"2";"schandalig";"N";"schandalig#2"
"zat#positive";"0";"1";"14";"zat";"N";"zat#14"
"bacon#positive";"0";"1";"2";"bacon";"N";"bacon#2"
"vriendelijkheid#positive";"0";"1";"5";"vriendelijkheid";"V";"vriendelijkheid#5"
"bloedheet#strongnegative";"0";"1";"2";"bloedheet";"N";"bloedheet#2"
"karig#negative";"0";"1";"2";"karig";"G";"karig#2"
"nadeel#negative";"0";"1";"4";"nadeel";"N";"nadeel#4"
"droog#negative";"0";"1";"4";"droog";"N";"droog#4"
"vochtig#negative";"0";"1";"2";"vochtig";"O";"vochtig#2"
"vlot#positive";"0";"1";"4";"vlot";"N";"vlot#4"
"smerig#negative";"0";"1";"7";"smerig";"N";"smerig#7"
"hulp#positive";"0";"1";"3";"hulp";"G";"hulp#3"
"meerdere#positive";"0";"1";"6";"Meerdere";"R";"meerdere#6"
"vernieuwen#positive";"0";"1";"2";"vernieuwen";"A";"vernieuwen#2"
"weer#positive";"0";"1";"53";"WEER";"V";"weer#53"
"uitgebreide#positive";"0";"1";"4";"Uitgebreide";"R";"uitgebreide#4"
"alleen#negative";"0";"1";"54";"alleen";"G";"alleen#54"
"enthousiast#positive";"0";"1";"2";"enthousiast";"G";"enthousiast#2"
"met#strongpositive";"0";"1";"350";"meet";"V";"met#350"
"2#positive";"0";"1";"59";"2";"O";"2#59"
"doen#positive";"0";"1";"45";"doen";"A";"doen#45"
"probleem#negative";"0";"1";"11";"probleem";"N";"probleem#11"
"dood#negative";"0";"1";"2";"dood";"N";"dood#2"
"gevarieerd#strongpositive";"0";"1";"10";"gevarieerd";"G";"gevarieerd#10"
"proper#negative";"0";"1";"14";"proper";"G";"proper#14"
"andere#negative";"0";"1";"31";"andere";"G";"andere#31"
"prachtige#positive";"0";"1";"15";"prachtige";"N";"prachtige#15"
"moet#negative";"0";"1";"41";"moet";"N";"moet#41"
"kwaliteit#positive";"0";"1";"42";"kwaliteit";"N";"kwaliteit#42"
"handdoekenservice#positive";"0";"1";"2";"handdoekenservice";"N";"handdoekenservice#2"
"top#positive";"0";"1";"25";"top";"G";"top#25"
"bekwaam#positive";"0";"1";"3";"bekwaam";"N";"bekwaam#3"
"ver#negative";"0";"1";"14";"ver";"A";"ver#14"
"klantvriendelijk#positive";"0";"1";"3";"Klantvriendelijk";"R";"klantvriendelijk#3"
"royale#strongpositive";"0";"1";"2";"Royale";"R";"royale#2"
"vervelend#negative";"0";"1";"2";"vervelend";"N";"vervelend#2"
"tv#positive";"0";"1";"13";"tv";"N";"tv#13"
"centraal#positive";"0";"1";"13";"centraal";"G";"centraal#13"
"geweldig#positive";"0";"1";"31";"geweldig";"R";"geweldig#31"
"zwembad#positive";"0";"1";"82";"zwembad";"G";"zwembad#82"
"aangename#positive";"0";"1";"5";"aangename";"G";"aangename#5"
"lekker#strongpositive";"0";"1";"64";"lekker";"N";"lekker#64"
"pluspunt#positive";"0";"1";"5";"pluspunt";"O";"pluspunt#5"
"redelijk#negative";"0";"1";"16";"redelijk";"N";"redelijk#16"
"keurige#strongpositive";"0";"1";"3";"keurige";"N";"keurige#3"
"veel#strongpositive";"0";"1";"124";"Veel";"R";"veel#124"
"pech#negative";"0";"1";"5";"Pech";"R";"pech#5"
"beter#positive";"0";"1";"29";"beter";"A";"beter#29"
"spijtig#negative";"0";"1";"2";"spijtig";"N";"spijtig#2"
"proper#strongpositive";"0";"1";"14";"proper";"G";"proper#14"
"lauw#negative";"0";"1";"3";"lauw";"N";"lauw#3"
"lawaai#negative";"0";"1";"10";"lawaai";"N";"lawaai#10"
"fantastische#strongpositive";"0";"1";"2";"fantastische";"N";"fantastische#2"
"kapotte#negative";"0";"1";"2";"kapotte";"O";"kapotte#2"
"extra#negative";"0";"1";"15";"extra";"G";"extra#15"
"kraaknet#strongpositive";"0";"1";"2";"kraaknet";"N";"kraaknet#2"
"koude#negative";"0";"1";"3";"Koude";"R";"koude#3"
"absoluut#strongpositive";"0";"1";"11";"absoluut";"P";"absoluut#11"
"chagrijnig#negative";"0";"1";"2";"chagrijnig";"G";"chagrijnig#2"
"verplicht#negative";"0";"1";"2";"VERPLICHT";"R";"verplicht#2"
"verse#positive";"0";"1";"3";"verse";"G";"verse#3"
"nieuwe#positive";"0";"1";"3";"nieuwe";"O";"nieuwe#3"
"bleef#negative";"0";"1";"2";"bleef";"N";"bleef#2"
"luxe#strongpositive";"0";"1";"22";"luxe";"G";"luxe#22"
"verwaarloosd#negative";"0";"1";"2";"verwaarloosd";"G";"verwaarloosd#2"
"kiezen#positive";"0";"1";"12";"kiezen";"N";"kiezen#12"
"thuis#positive";"0";"1";"7";"thuis";"N";"thuis#7"
"jammer#positive";"0";"1";"21";"Jammer";"R";"jammer#21"
"veelzijdig#positive";"0";"1";"2";"veelzijdig";"N";"veelzijdig#2"
"prachtig#positive";"0";"1";"20";"prachtig";"R";"prachtig#20"
"dagelijks#positive";"0";"1";"9";"dagelijks";"V";"dagelijks#9"
"ideaal#positive";"0";"1";"13";"ideaal";"G";"ideaal#13"
