"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"datate#negative";"1";"1";"1";"datare";"V";"datate#1"
"decadenti#negative";"1";"1";"1";"decadere";"V";"decadenti#1"
"giornaliero#positive";"1";"1";"1";"giornaliero";"R";"giornaliero#1"
"macchiati.#negative";"1";"1";"1";"macchiati.";"N";"macchiati.#1"
"affabile#positive";"1";"1";"1";"affabile";"G";"affabile#1"
"ricchissimo#strongpositive";"1";"1";"1";"ricchissimo";"G";"ricchissimo#1"
"garbato#positive";"1";"1";"1";"garbare";"V";"garbato#1"
"difettoso#negative";"1";"1";"1";"difettoso";"G";"difettoso#1"
"freddezza#negative";"1";"1";"1";"freddezza";"N";"freddezza#1"
"gogo#positive";"1";"1";"1";"gogo";"N";"gogo#1"
"imbarazzante#strongnegative";"1";"1";"1";"imbarazzare";"V";"imbarazzante#1"
"soddisfatissimi#strongpositive";"1";"1";"1";"soddisfatissimi";"G";"soddisfatissimi#1"
"maestoso#strongpositive";"1";"1";"1";"maestoso";"G";"maestoso#1"
"bocciodromo#positive";"1";"1";"1";"bocciodromo";"N";"bocciodromo#1"
"basket#positive";"1";"1";"1";"basket";"N";"basket#1"
"lussuose#positive";"1";"1";"1";"lussuoso";"G";"lussuose#1"
"maleodoranti#negative";"1";"1";"1";"maleodoranti";"V";"maleodoranti#1"
"freddine#negative";"1";"1";"1";"freddine";"N";"freddine#1"
"olimpionica#positive";"1";"1";"1";"olimpionico";"R";"olimpionica#1"
"obsoleto#negative";"1";"1";"1";"obsoleto";"G";"obsoleto#1"
"sfavillante#strongpositive";"1";"1";"1";"sfavillante";"G";"sfavillante#1"
"inesistenti#negative";"1";"1";"1";"inesistente";"G";"inesistenti#1"
"caldissime#strongnegative";"1";"1";"1";"caldissime";"N";"caldissime#1"
"bloccate#negative";"1";"1";"1";"bloccare";"V";"bloccate#1"
"equilibrato#positive";"1";"1";"1";"equilibrare";"V";"equilibrato#1"
"maltenuto#negative";"1";"1";"1";"maltenuto";"V";"maltenuto#1"
"dramma#strongnegative";"1";"1";"1";"dramma";"N";"dramma#1"
"scadente#negative";"1";"1";"1";"scadere";"V";"scadente#1"
"piacevolissime#positive";"1";"1";"1";"piacevolissime";"G";"piacevolissime#1"
"ritardi#negative";"1";"1";"1";"ritardo";"N";"ritardi#1"
"variato#positive";"1";"1";"1";"variare";"V";"variato#1"
"esclusa#negative";"1";"1";"1";"escludere";"V";"esclusa#1"
"dovizia#positive";"1";"1";"1";"dovizia";"N";"dovizia#1"
"inquietante#negative";"1";"1";"1";"inquietare";"V";"inquietante#1"
"buongusto#positive";"1";"1";"1";"buongusto";"G";"buongusto#1"
"sconsigliatissimo#strongnegative";"1";"1";"1";"sconsigliatissimo";"G";"sconsigliatissimo#1"
"vecchissime#strongnegative";"1";"1";"1";"vecchissime";"G";"vecchissime#1"
"decoroso.#positive";"1";"1";"1";"decoroso.";"N";"decoroso.#1"
"elevati#positive";"1";"1";"1";"elevare";"V";"elevati#1"
"dignitoso#positive";"1";"1";"1";"dignitoso";"G";"dignitoso#1"
"maleducazione#negative";"1";"1";"1";"maleducazione";"N";"maleducazione#1"
"incompetente#negative";"1";"1";"1";"incompetente";"A";"incompetente#1"
"fiabesca#strongpositive";"1";"1";"1";"fiabesco";"G";"fiabesca#1"
"efficientissimo#positive";"1";"1";"1";"efficientissimo";"G";"efficientissimo#1"
"galattico#strongpositive";"1";"1";"1";"galattico";"G";"galattico#1"
"sensazionale#strongpositive";"1";"1";"1";"sensazionale";"G";"sensazionale#1"
"modernissimo#strongpositive";"1";"1";"1";"modernissimo";"R";"modernissimo#1"
"ristagnante#negative";"1";"1";"1";"ristagnare";"V";"ristagnante#1"
"raccomandatissimo#strongpositive";"1";"1";"1";"raccomandatissimo";"G";"raccomandatissimo#1"
"antichi#positive";"1";"1";"1";"antico";"G";"antichi#1"
"ineccepibile.#positive";"1";"1";"1";"ineccepibile.";"G";"ineccepibile.#1"
"asfaltate#positive";"1";"1";"1";"asfaltare";"V";"asfaltate#1"
"belissimo#strongpositive";"1";"1";"1";"belissimo";"R";"belissimo#1"
"corto#negative";"1";"1";"1";"corto";"V";"corto#1"
"contenuto#positive";"1";"1";"1";"contenere";"V";"contenuto#1"
"consigliatissmo#strongpositive";"1";"1";"1";"consigliatissmo";"V";"consigliatissmo#1"
"brutta#negative";"1";"1";"1";"brutto";"G";"brutta#1"
"funzionale.#positive";"1";"1";"1";"funzionale.";"Q";"funzionale.#1"
"vivibili#positive";"1";"1";"1";"vivibili";"G";"vivibili#1"
"attrezzati#positive";"1";"1";"1";"attrezzati";"G";"attrezzati#1"
"sottilissimi#negative";"1";"1";"1";"sottilissimi";"G";"sottilissimi#1"
"abbordabili#positive";"1";"1";"1";"abbordabile";"G";"abbordabili#1"
"disponibilissimo#strongpositive";"1";"1";"1";"disponibilissimo";"G";"disponibilissimo#1"
"microscopica#strongnegative";"1";"1";"1";"microscopico";"G";"microscopica#1"
"polverose#negative";"1";"1";"1";"polverose";"N";"polverose#1"
"colorato#positive";"1";"1";"1";"colorare";"V";"colorato#1"
"minuscolo#negative";"1";"1";"1";"minuscolo";"G";"minuscolo#1"
"polverosi.#negative";"1";"1";"1";"polverosi.";"N";"polverosi.#1"
"abbordabile#positive";"1";"1";"1";"abbordabile";"G";"abbordabile#1"
"colorata#positive";"1";"1";"1";"colorare";"V";"colorata#1"
"salata#negative";"1";"1";"1";"salare";"V";"salata#1"
"simpaticissimo#strongpositive";"1";"1";"1";"simpaticissimo";"G";"simpaticissimo#1"
"affacciato#positive";"1";"1";"1";"affacciato";"N";"affacciato#1"
"animano#positive";"1";"1";"1";"animare";"V";"animano#1"
"polare#negative";"1";"1";"1";"polare";"G";"polare#1"
"sodisfatto#positive";"1";"1";"1";"sodisfatto";"V";"sodisfatto#1"
"arredati#positive";"1";"1";"1";"arredare";"V";"arredati#1"
"scandaloso#strongnegative";"1";"1";"1";"scandaloso";"G";"scandaloso#1"
"sporchissime#strongnegative";"1";"1";"1";"sporchissime";"G";"sporchissime#1"
"brutto#negative";"1";"1";"1";"brutto";"G";"brutto#1"
"solido#positive";"1";"1";"1";"solido";"G";"solido#1"
"incubo#strongnegative";"1";"1";"1";"incubo";"G";"incubo#1"
"cieco#negative";"1";"1";"1";"cieco";"N";"cieco#1"
"cooperativo#positive";"1";"1";"1";"cooperativo";"G";"cooperativo#1"
"maleducato#negative";"1";"1";"1";"maleducato";"V";"maleducato#1"
"interminabile#strongnegative";"1";"1";"1";"interminabile";"G";"interminabile#1"
"insultato#negative";"1";"1";"1";"insultare";"V";"insultato#1"
"bruttino#negative";"1";"1";"1";"bruttino";"G";"bruttino#1"
"giovanile#positive";"1";"1";"1";"giovanile";"G";"giovanile#1"
"semplici#positive";"1";"1";"1";"semplice";"G";"semplici#1"
"latitanti#negative";"1";"1";"1";"latitare";"V";"latitanti#1"
"gustose#positive";"1";"1";"1";"gustoso";"G";"gustose#1"
"basso#positive";"1";"1";"1";"basso";"G";"basso#1"
"indescrivibile#strongpositive";"1";"1";"1";"indescrivibile";"G";"indescrivibile#1"
"rotta#negative";"1";"1";"1";"rompere";"V";"rotta#1"
"calorosa#positive";"1";"1";"1";"caloroso";"G";"calorosa#1"
"soave#positive";"1";"1";"1";"soave";"G";"soave#1"
"deliziosa#positive";"1";"1";"1";"delizioso";"G";"deliziosa#1"
"freschezza#positive";"1";"1";"1";"freschezza";"N";"freschezza#1"
"scorbutico#negative";"1";"1";"1";"scorbutico";"G";"scorbutico#1"
"sparita#negative";"1";"1";"1";"sparire";"V";"sparita#1"
"svelto#positive";"1";"1";"1";"svelto";"G";"svelto#1"
"luminosa#positive";"1";"1";"1";"luminoso";"G";"luminosa#1"
"atteggiamento#positive";"1";"1";"1";"atteggiamento";"N";"atteggiamento#1"
"enormi#strongpositive";"1";"1";"1";"enorme";"G";"enormi#1"
"strafottenza#negative";"1";"1";"1";"strafottenza";"N";"strafottenza#1"
"frequentano#positive";"1";"1";"1";"frequentare";"V";"frequentano#1"
"gentilissimi#strongpositive";"1";"1";"1";"gentilissimi";"G";"gentilissimi#1"
"recentissima#strongpositive";"1";"1";"1";"recentissima";"G";"recentissima#1"
"ridicola#negative";"1";"1";"1";"ridicolo";"G";"ridicola#1"
"soffocanti#negative";"1";"1";"1";"soffocare";"V";"soffocanti#1"
"datati#negative";"1";"1";"1";"datato";"G";"datati#1"
"rumorosa#negative";"1";"1";"1";"rumoroso";"G";"rumorosa#1"
"giusti#positive";"1";"1";"1";"giusto";"G";"giusti#1"
"specchiate#positive";"1";"1";"1";"specchiare";"V";"specchiate#1"
"tranquillissimo#positive";"1";"1";"1";"tranquillissimo";"R";"tranquillissimo#1"
"terribile#strongnegative";"1";"1";"1";"terribile";"G";"terribile#1"
"vuoto#negative";"1";"1";"1";"vuotare";"V";"vuoto#1"
"multilingue#positive";"1";"1";"1";"multilingue";"N";"multilingue#1"
"regalate#negative";"1";"1";"1";"regalare";"V";"regalate#1"
"convenienti#positive";"1";"1";"1";"convenire";"V";"convenienti#1"
"confezionati#negative";"1";"1";"1";"confezionare";"V";"confezionati#1"
"decadente#negative";"1";"1";"1";"decadente";"A";"decadente#1"
"opprimente#negative";"1";"1";"1";"opprimere";"V";"opprimente#1"
"scuro#negative";"1";"1";"1";"scuro";"G";"scuro#1"
"esagerate#strongnegative";"1";"1";"1";"esagerare";"V";"esagerate#1"
"originali#positive";"1";"1";"1";"originale";"N";"originali#1"
"rapidità#positive";"1";"1";"1";"rapidita'";"N";"rapidità#1"
"pregio#positive";"1";"1";"1";"pregio";"N";"pregio#1"
"impareggiabile#strongpositive";"1";"1";"1";"impareggiabile";"G";"impareggiabile#1"
"rimodernata#positive";"1";"1";"1";"rimodernare";"V";"rimodernata#1"
"vecchio.#negative";"1";"1";"1";"vecchio.";"N";"vecchio.#1"
"rumorosita#negative";"1";"1";"1";"rumorosita";"G";"rumorosita#1"
"incomprensioni#negative";"1";"1";"1";"incomprensione";"N";"incomprensioni#1"
"sconsigliarvi#negative";"1";"1";"1";"sconsigliarvi";"V";"sconsigliarvi#1"
"silenziosa.#positive";"1";"1";"1";"silenziosa.";"A";"silenziosa.#1"
"impataccato#negative";"1";"1";"1";"impataccare";"V";"impataccato#1"
"luminuse#positive";"1";"1";"1";"luminuse";"G";"luminuse#1"
"penose#negative";"1";"1";"1";"penoso";"G";"penose#1"
"sicura#positive";"1";"1";"1";"sicuro";"G";"sicura#1"
"stuzzicante#positive";"1";"1";"1";"stuzzicante";"R";"stuzzicante#1"
"anguste.#negative";"1";"1";"1";"anguste.";"N";"anguste.#1"
"sciapi#negative";"1";"1";"1";"sciapi";"R";"sciapi#1"
"buonissima#strongpositive";"1";"1";"1";"buonissima";"G";"buonissima#1"
"angusto#negative";"1";"1";"1";"angusto";"G";"angusto#1"
"bijoux#strongpositive";"1";"1";"1";"bijoux";"N";"bijoux#1"
"ottimo.#strongpositive";"1";"1";"1";"ottimo.";"N";"ottimo.#1"
"vanta#positive";"1";"1";"1";"vantare";"V";"vanta#1"
"eccezionalità#strongpositive";"1";"1";"1";"eccezionalita'";"N";"eccezionalità#1"
"molesti#negative";"1";"1";"1";"molesto";"G";"molesti#1"
"mansardata#negative";"1";"1";"1";"mansardata";"R";"mansardata#1"
"morbidi#positive";"1";"1";"1";"morbido";"G";"morbidi#1"
"informale#positive";"1";"1";"1";"informale";"G";"informale#1"
"dinamico#positive";"1";"1";"1";"dinamico";"G";"dinamico#1"
"professionali.#positive";"1";"1";"1";"professionali.";"N";"professionali.#1"
"stropicciate#negative";"1";"1";"1";"stropicciare";"V";"stropicciate#1"
"migliorato#positive";"1";"1";"1";"migliorato";"R";"migliorato#1"
"affidabile#positive";"1";"1";"1";"affidabile";"G";"affidabile#1"
"inadeguata#negative";"1";"1";"1";"inadeguato";"G";"inadeguata#1"
"attenta#positive";"1";"1";"1";"attento";"G";"attenta#1"
"arricchiti#positive";"1";"1";"1";"arricchire";"V";"arricchiti#1"
"aloni#negative";"1";"1";"1";"alone";"N";"aloni#1"
"ottima#strongpositive";"0";"57";"89";"ottimo";"G";"ottima#89"
"ottimo#strongpositive";"0";"52";"104";"ottimo";"G";"ottimo#105"
"disponibile#positive";"0";"27";"53";"disponibile";"G";"disponibile#53"
"buona#positive";"0";"25";"51";"buono";"G";"buona#51"
"bella#positive";"0";"21";"52";"bello";"G";"bella#52"
"pulito#positive";"0";"19";"35";"pulire";"V";"pulito#35"
"gentile#positive";"0";"18";"34";"gentile";"G";"gentile#34"
"pulite#positive";"0";"17";"25";"pulire";"V";"pulite#25"
"piccolo#negative";"0";"15";"38";"piccolo";"G";"piccolo#38"
"con#positive";"0";"14";"352";"con";"P";"con#352"
"abbondante#positive";"0";"14";"18";"abbondare";"V";"abbondante#18"
"buon#positive";"0";"14";"36";"buon";"G";"buon#36"
"accogliente#positive";"0";"13";"20";"accogliere";"V";"accogliente#20"
"gratuito#positive";"0";"12";"16";"gratuito";"G";"gratuito#16"
"vicino#positive";"0";"12";"41";"vicino";"P";"vicino#41"
"gentilezza#positive";"0";"11";"17";"gentilezza";"N";"gentilezza#17"
"grandi#positive";"0";"11";"24";"grande";"G";"grandi#24"
"piccole#negative";"0";"10";"15";"piccolo";"G";"piccole#15"
"bello#positive";"0";"10";"35";"bello";"G";"bello#35"
"piccola#negative";"0";"10";"25";"piccolo";"G";"piccola#25"
"scarsa#negative";"0";"9";"20";"scarso";"G";"scarsa#20"
"cordiale#positive";"0";"9";"14";"cordiale";"G";"cordiale#14"
"comodo#positive";"0";"8";"27";"comodo";"G";"comodo#27"
"cortese#positive";"0";"8";"17";"cortese";"V";"cortese#17"
"gratuita#positive";"0";"8";"9";"gratuito";"G";"gratuita#9"
"gentilissimo#strongpositive";"0";"8";"10";"gentilissimo";"G";"gentilissimo#10"
"curato#positive";"0";"8";"23";"curare";"V";"curato#23"
"grande#positive";"0";"8";"35";"grande";"G";"grande#35"
"varia#positive";"0";"8";"16";"vario";"G";"varia#16"
"sporco#negative";"0";"8";"12";"sporco";"G";"sporco#12"
"buono#positive";"0";"8";"24";"buono";"V";"buono#24"
"consigliatissimo#strongpositive";"0";"7";"8";"consigliatissimo";"O";"consigliatissimo#8"
"vicinanza#positive";"0";"7";"13";"vicinanza";"N";"vicinanza#13"
"eccellente#strongpositive";"0";"7";"15";"eccellere";"V";"eccellente#15"
"cortesia#positive";"0";"6";"18";"cortesia";"N";"cortesia#18"
"professionale#positive";"0";"6";"8";"professionale";"G";"professionale#8"
"bel#positive";"0";"6";"16";"bel";"G";"bel#16"
"belle#positive";"0";"6";"13";"bello";"G";"belle#13"
"economico#positive";"0";"6";"9";"economico";"G";"economico#9"
"confortevole#positive";"0";"6";"11";"confortevole";"G";"confortevole#11"
"tranquilla#positive";"0";"6";"14";"tranquillo";"G";"tranquilla#14"
"disponibili#positive";"0";"6";"10";"disponibile";"G";"disponibili#10"
"ampia#positive";"0";"6";"14";"ampio";"G";"ampia#14"
"efficiente#positive";"0";"6";"10";"efficiente";"G";"efficiente#10"
"bellissima#strongpositive";"0";"5";"20";"bellissima";"G";"bellissima#20"
"fantastica#strongpositive";"0";"5";"7";"fantastico";"G";"fantastica#7"
"spaziose#positive";"0";"5";"11";"spazioso";"G";"spaziose#11"
"meraviglioso#strongpositive";"0";"5";"7";"meraviglioso";"G";"meraviglioso#7"
"incantevole#strongpositive";"0";"5";"15";"incantevole";"G";"incantevole#15"
"pessimo#strongnegative";"0";"5";"7";"pessimo";"G";"pessimo#7"
"ottimi#strongpositive";"0";"5";"10";"ottimo";"G";"ottimi#10"
"simpatico#positive";"0";"5";"7";"simpatico";"G";"simpatico#7"
"rilassante#positive";"0";"5";"14";"rilassare";"V";"rilassante#14"
"puliti#positive";"0";"5";"11";"pulire";"V";"puliti#11"
"senza#negative";"0";"5";"39";"senza";"P";"senza#39"
"tranquillo#positive";"0";"5";"12";"tranquillo";"G";"tranquillo#12"
"consigliato#positive";"0";"5";"9";"consigliare";"V";"consigliato#9"
"pulizia#positive";"0";"5";"56";"pulizia";"N";"pulizia#56"
"ampio#positive";"0";"5";"6";"ampio";"G";"ampio#6"
"pulita#positive";"0";"4";"11";"pulire";"V";"pulita#11"
"vicinissimo#positive";"0";"4";"9";"vicinissimo";"G";"vicinissimo#9"
"vecchia#negative";"0";"4";"11";"vecchio";"G";"vecchia#11"
"rumoroso#negative";"0";"4";"8";"rumoroso";"G";"rumoroso#8"
"buoni#positive";"0";"4";"8";"buono";"G";"buoni#8"
"inclusa#positive";"0";"4";"7";"includere";"V";"inclusa#7"
"qualità#positive";"0";"4";"62";"qualità";"N";"qualità#62"
"discreto#positive";"0";"4";"8";"discreto";"G";"discreto#8"
"ampie#positive";"0";"4";"12";"ampio";"G";"ampie#12"
"offre#positive";"0";"4";"24";"offrire";"V";"offre#24"
"simpatia#positive";"0";"4";"7";"simpatia";"N";"simpatia#7"
"disponibilità#positive";"0";"4";"13";"disponibilita'";"Q";"disponibilità#13"
"perfetta#strongpositive";"0";"4";"8";"perfetto";"G";"perfetta#8"
"professionalità#positive";"0";"4";"7";"professionalità";"V";"professionalità#7"
"vecchie#negative";"0";"3";"8";"vecchio";"G";"vecchie#8"
"enorme#strongpositive";"0";"3";"7";"enorme";"G";"enorme#7"
"fantastico#strongpositive";"0";"3";"7";"fantastico";"G";"fantastico#7"
"centrale#positive";"0";"3";"17";"centrale";"G";"centrale#17"
"preparato#positive";"0";"3";"6";"preparare";"V";"preparato#6"
"cordiali#positive";"0";"3";"4";"cordiale";"G";"cordiali#4"
"scarsissima#strongnegative";"0";"3";"6";"scarsissima";"G";"scarsissima#6"
"riscaldata#positive";"0";"3";"4";"riscaldata";"G";"riscaldata#4"
"complimenti#positive";"0";"3";"11";"complimento";"N";"complimenti#11"
"datato#negative";"0";"3";"8";"datare";"V";"datato#8"
"elegante#positive";"0";"3";"7";"elegante";"G";"elegante#7"
"ricca#positive";"0";"3";"9";"ricco";"G";"ricca#9"
"pulitissime#strongpositive";"0";"3";"4";"pulitissime";"G";"pulitissime#4"
"stupendo#strongpositive";"0";"3";"6";"stupire";"V";"stupendo#6"
"consiglierei#positive";"0";"3";"7";"consigliare";"V";"consiglierei#7"
"meravigliosa#strongpositive";"0";"3";"5";"meraviglioso";"G";"meravigliosa#5"
"spazioso#positive";"0";"3";"6";"spazioso";"G";"spazioso#6"
"vicinissimo#strongpositive";"0";"3";"9";"vicinissimo";"G";"vicinissimo#9"
"no#negative";"0";"3";"5";"no";"N";"no#5"
"sporche#negative";"0";"3";"4";"sporco";"G";"sporche#4"
"bellissimo#strongpositive";"0";"3";"15";"bellissimo";"G";"bellissimo#15"
"vecchio#negative";"0";"3";"10";"vecchio";"G";"vecchio#10"
"essenziale#negative";"0";"3";"8";"essenziale";"G";"essenziale#8"
"organizzato#positive";"0";"3";"16";"organizzare";"V";"organizzato#16"
"splendida#strongpositive";"0";"3";"24";"splendido";"G";"splendida#24"
"cordialità#positive";"0";"3";"4";"cordialita'";"N";"cordialità#4"
"comoda#positive";"0";"3";"17";"comodo";"G";"comoda#17"
"confortevoli#positive";"0";"3";"4";"confortevole";"G";"confortevoli#4"
"ottimo#positive";"0";"3";"104";"ottimo";"G";"ottimo#105"
"alto#negative";"0";"2";"9";"alto";"G";"alto#9"
"piacevole#positive";"0";"2";"11";"piacevole";"G";"piacevole#11"
"comodissima#strongpositive";"0";"2";"4";"comodissima";"G";"comodissima#4"
"scarso#negative";"0";"2";"9";"scarso";"G";"scarso#9"
"attento#positive";"0";"2";"3";"attento";"G";"attento#3"
"ideale#positive";"0";"2";"25";"ideale";"G";"ideale#25"
"educato#positive";"0";"2";"4";"educare";"V";"educato#4"
"enorme#positive";"0";"2";"7";"enorme";"G";"enorme#7"
"caro#negative";"0";"2";"7";"caro";"G";"caro#7"
"lussuoso#strongpositive";"0";"2";"4";"lussuoso";"G";"lussuoso#4"
"delizioso#strongpositive";"0";"2";"4";"delizioso";"G";"delizioso#4"
"silenziose#positive";"0";"2";"3";"silenzioso";"G";"silenziose#3"
"niente#negative";"0";"2";"19";"niente";"N";"niente#19"
"malfunzionamento#negative";"0";"2";"3";"malfunzionamento";"N";"malfunzionamento#3"
"spettacolare#strongpositive";"0";"2";"10";"spettacolare";"G";"spettacolare#10"
"magnifico#strongpositive";"0";"2";"4";"magnifico";"G";"magnifico#4"
"lontano#negative";"0";"2";"6";"lontano";"G";"lontano#6"
"manca#negative";"0";"2";"6";"mancare";"G";"manca#6"
"stupenda#strongpositive";"0";"2";"4";"stupendo";"G";"stupenda#4"
"datata#negative";"0";"2";"3";"datare";"V";"datata#3"
"fantastiche#strongpositive";"0";"2";"3";"fantastico";"G";"fantastiche#3"
"centralissima#strongpositive";"0";"2";"4";"centralissima";"R";"centralissima#4"
"gratuiti#positive";"0";"2";"5";"gratuiti";"G";"gratuiti#5"
"ottima#positive";"0";"2";"89";"ottimo";"G";"ottima#89"
"inesistente#negative";"0";"2";"3";"inesistente";"G";"inesistente#3"
"buone#positive";"0";"2";"8";"buono";"G";"buone#8"
"abbondanti#positive";"0";"2";"3";"abbondare";"V";"abbondanti#3"
"adeguato#positive";"0";"2";"4";"adeguare";"V";"adeguato#4"
"nuovo#positive";"0";"2";"8";"nuovo";"G";"nuovo#8"
"4#positive";"0";"2";"46";"4";"G";"4#46"
"media#negative";"0";"2";"9";"media";"G";"media#9"
"delusi#negative";"0";"2";"3";"deludere";"V";"delusi#3"
"magnifica#strongpositive";"0";"2";"4";"magnifico";"G";"magnifica#4"
"eccezionale#strongpositive";"0";"2";"11";"eccezionale";"G";"eccezionale#11"
"accoglienti#positive";"0";"2";"4";"accogliere";"V";"accoglienti#4"
"moderna#positive";"0";"2";"3";"moderno";"G";"moderna#3"
"ottime#strongpositive";"0";"2";"5";"ottimo";"G";"ottime#5"
"eleganza#positive";"0";"2";"5";"eleganza";"N";"eleganza#5"
"perfetto#strongpositive";"0";"2";"13";"perfetto";"G";"perfetto#13"
"belli#positive";"0";"2";"6";"bello";"G";"belli#6"
"torneremo#positive";"0";"2";"13";"tornare";"V";"torneremo#13"
"fornito#positive";"0";"2";"7";"fornire";"V";"fornito#7"
"comodi#positive";"0";"2";"3";"comodo";"G";"comodi#3"
"pagamento#negative";"0";"2";"9";"pagamento";"N";"pagamento#9"
"presenza#positive";"0";"2";"7";"presenza";"N";"presenza#7"
".simpaticissimo#positive";"0";"2";"3";".simpaticissimo";"G";".simpaticissimo#3"
"gentili#positive";"0";"2";"5";"gentile";"G";"gentili#5"
"bellissima#positive";"0";"2";"20";"bellissima";"G";"bellissima#20"
"scortese#negative";"0";"2";"4";"scortese";"G";"scortese#4"
"bravi#positive";"0";"2";"4";"bravi";"V";"bravi#4"
"necessita#negative";"0";"2";"4";"necessitare";"V";"necessita#4"
"bellissimo#positive";"0";"2";"15";"bellissimo";"G";"bellissimo#15"
"pessima#strongnegative";"0";"2";"5";"pessimo";"G";"pessima#5"
"gradevole#positive";"0";"2";"8";"gradevole";"G";"gradevole#8"
"bellissimi#positive";"0";"1";"3";"bellissimi";"G";"bellissimi#3"
"sporca#negative";"0";"1";"2";"sporco";"G";"sporca#2"
"unico#strongpositive";"0";"1";"20";"unico";"G";"unico#20"
"affollatissima#negative";"0";"1";"2";"affollatissima";"G";"affollatissima#2"
"dimenticare#negative";"0";"1";"5";"dimenticare";"V";"dimenticare#5"
"adatto#positive";"0";"1";"14";"adatto";"G";"adatto#14"
"accettabile#positive";"0";"1";"2";"accettabile";"G";"accettabile#2"
"presente#positive";"0";"1";"4";"presente";"N";"presente#4"
"semplice#negative";"0";"1";"2";"semplice";"G";"semplice#2"
"lusso#positive";"0";"1";"10";"lusso";"G";"lusso#10"
"usurato#negative";"0";"1";"2";"usurare";"V";"usurato#2"
"piacevoli#positive";"0";"1";"5";"piacevole";"G";"piacevoli#5"
"raffinata#positive";"0";"1";"2";"raffinare";"V";"raffinata#2"
"impeccabile#positive";"0";"1";"3";"impeccabile";"G";"impeccabile#3"
"squisite#strongpositive";"0";"1";"2";"squisite";"V";"squisite#2"
"campeggio#positive";"0";"1";"59";"campeggio";"N";"campeggio#59"
"divertenti#positive";"0";"1";"2";"divertire";"V";"divertenti#2"
"fresca#positive";"0";"1";"3";"fresco";"G";"fresca#3"
"ristrutturato#positive";"0";"1";"5";"ristrutturare";"V";"ristrutturato#5"
"vario#positive";"0";"1";"2";"vario";"G";"vario#2"
"grazie#strongpositive";"0";"1";"17";"grazie";"O";"grazie#17"
"poche#negative";"0";"1";"9";"poco";"G";"poche#9"
"vicini#positive";"0";"1";"3";"vicino";"N";"vicini#3"
"negativo#negative";"0";"1";"5";"negativo";"G";"negativo#5"
"fantastico#negative";"0";"1";"7";"fantastico";"G";"fantastico#7"
"romantica#positive";"0";"1";"3";"romantico";"G";"romantica#3"
"pochi#negative";"0";"1";"30";"poco";"G";"pochi#30"
"eccessivo#strongnegative";"0";"1";"2";"eccessivo";"P";"eccessivo#2"
