"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"vetri#unknown";"1";"1";"1";"vetro";"N";"vetri#1"
"staff.le#unknown";"1";"1";"1";"staff.le";"N";"staff.le#1"
"lavanderia#Facilities";"1";"1";"1";"lavanderia";"N";"lavanderia#1"
"microonde#Facilities";"1";"1";"1";"microonda";"N";"microonde#1"
"lavatrice#Facilities";"1";"1";"1";"lavatrice";"N";"lavatrice#1"
"sanitari#Bathroom";"1";"1";"1";"sanitario";"N";"sanitari#1"
"rubinetto#Bathroom";"1";"1";"1";"rubinetto";"N";"rubinetto#1"
"alberi#unknown";"1";"1";"1";"albero";"N";"alberi#1"
"impiegati#Staff";"1";"1";"1";"impiegato";"N";"impiegati#1"
"starbuks#unknown";"1";"1";"1";"starbuks";"R";"starbuks#1"
"skybar#unknown";"1";"1";"1";"skybar";"N";"skybar#1"
"cappuccino#Breakfast";"1";"1";"1";"cappuccino";"N";"cappuccino#1"
"salati#Breakfast";"1";"1";"1";"salato";"N";"salati#1"
"spiaggie#unknown";"1";"1";"1";"spiaggie";"N";"spiaggie#1"
"organizzazxione#unknown";"1";"1";"1";"organizzazxione";"N";"organizzazxione#1"
"concierges#Staff";"1";"1";"1";"concierges";"R";"concierges#1"
"cascata#unknown";"1";"1";"1";"cascare";"V";"cascata#1"
"appartamentino#unknown";"1";"1";"1";"appartamentino";"V";"appartamentino#1"
"gastronomia#Restaurant";"1";"1";"1";"gastronomia";"N";"gastronomia#1"
"guardiano#Staff";"1";"1";"1";"guardiano";"R";"guardiano#1"
"architettura#Interior/exterior";"1";"1";"1";"architettura";"N";"architettura#1"
"fabricato#Interior/exterior";"1";"1";"1";"fabricato";"V";"fabricato#1"
"tovaglie#Restaurant";"1";"1";"1";"tovaglia";"N";"tovaglie#1"
"bellezza#unknown";"1";"1";"1";"bellezza";"N";"bellezza#1"
"posizine#unknown";"1";"1";"1";"posizine";"N";"posizine#1"
"yogurt#Breakfast";"1";"1";"1";"yogurt";"N";"yogurt#1"
"comunicazione#Staff";"1";"1";"1";"comunicazione";"N";"comunicazione#1"
"parete#Interior/exterior";"1";"1";"1";"parete";"N";"parete#1"
"trunquillita#Noisiness";"1";"1";"1";"trunquillita";"V";"trunquillita#1"
"luminosità#unknown";"1";"1";"1";"luminosita'";"R";"luminosità#1"
"cani#unknown";"1";"1";"1";"cane";"N";"cani#1"
"serate#unknown";"1";"1";"1";"serata";"N";"serate#1"
"ricevimento#unknown";"1";"1";"1";"ricevimento";"N";"ricevimento#1"
"cucinare#unknown";"1";"1";"1";"cucinare";"V";"cucinare#1"
"forum#unknown";"1";"1";"1";"forum";"N";"forum#1"
"materassi#unknown";"1";"1";"1";"materassi";"G";"materassi#1"
"agrihotel#unknown";"1";"1";"1";"agrihotel";"N";"agrihotel#1"
"anziani#unknown";"1";"1";"1";"anziano";"N";"anziani#1"
"viareggio#unknown";"1";"1";"1";"viareggio";"N";"viareggio#1"
"minialloggi#unknown";"1";"1";"1";"minialloggi";"N";"minialloggi#1"
"personale#Staff";"0";"102";"125";"personale";"G";"personale#125"
"hotel#unknown";"0";"74";"286";"hotel";"N";"hotel#288"
"camere#Rooms";"0";"66";"112";"camera";"N";"camere#112"
"colazione#Breakfast";"0";"59";"117";"colazione";"N";"colazione#117"
"posizione#unknown";"0";"32";"107";"posizione";"N";"posizione#107"
"pulizia#Cleanliness";"0";"31";"56";"pulizia";"N";"pulizia#56"
"piscina#Swimming pool";"0";"30";"75";"piscina";"N";"piscina#75"
"camera#Rooms";"0";"27";"96";"camera";"N";"camera#96"
"bagno#Bathroom";"0";"26";"62";"bagno";"N";"bagno#62"
"posizione#Location";"0";"23";"107";"posizione";"N";"posizione#107"
"stanza#Rooms";"0";"22";"57";"stanza";"N";"stanza#57"
"struttura#unknown";"0";"21";"75";"struttura";"N";"struttura#75"
"stanze#Rooms";"0";"21";"38";"stanza";"N";"stanze#38"
"servizio#unknown";"0";"21";"55";"servizio";"N";"servizio#55"
"albergo#unknown";"0";"20";"76";"albergo";"N";"albergo#76"
"posto#unknown";"0";"19";"64";"posto";"N";"posto#64"
"ristorante#Restaurant";"0";"18";"51";"ristorante";"N";"ristorante#51"
"prezzo#Value-for-money";"0";"18";"69";"prezzo";"N";"prezzo#69"
"campeggio#unknown";"0";"16";"59";"campeggio";"N";"campeggio#59"
"cucina#Restaurant";"0";"16";"28";"cucina";"N";"cucina#28"
"centro#unknown";"0";"15";"81";"centro";"N";"centro#81"
"bagni#Bathroom";"0";"15";"20";"bagno";"N";"bagni#20"
"staff#Staff";"0";"13";"32";"staff";"N";"staff#32"
"letto#Beds";"0";"12";"23";"letto";"N";"letto#23"
"animazione#Staff";"0";"12";"16";"animazione";"N";"animazione#16"
"struttura#Interior/exterior";"0";"11";"75";"struttura";"N";"struttura#75"
"prezzi#Value-for-money";"0";"11";"21";"prezzo";"N";"prezzi#21"
"ristoranti#Restaurant";"0";"11";"28";"ristorante";"N";"ristoranti#28"
"vista#unknown";"0";"10";"61";"vista";"N";"vista#61"
"bar#unknown";"0";"9";"23";"bar";"N";"bar#23"
"tutto#unknown";"0";"9";"90";"tutto";"A";"tutto#90"
"servizi#unknown";"0";"9";"41";"servizio";"N";"servizi#41"
"parcheggio#Car parking";"0";"9";"18";"parcheggio";"N";"parcheggio#18"
"wifi#Internet";"0";"8";"16";"wifi";"R";"wifi#16"
"camere#unknown";"0";"8";"112";"camera";"N";"camere#112"
"piscine#Swimming pool";"0";"8";"15";"piscina";"N";"piscine#15"
"cibo#Restaurant";"0";"8";"19";"cibo";"N";"cibo#19"
"spiaggia#unknown";"0";"7";"36";"spiaggia";"N";"spiaggia#36"
"cena#Restaurant";"0";"7";"26";"cenare";"V";"cena#26"
"arredamento#Interior/exterior";"0";"7";"19";"arredamento";"N";"arredamento#19"
"mare#unknown";"0";"7";"34";"mare";"N";"mare#34"
"colazione#unknown";"0";"7";"117";"colazione";"N";"colazione#117"
"camera#unknown";"0";"7";"96";"camera";"N";"camera#96"
"accoglienza#Staff";"0";"6";"9";"accoglienza";"N";"accoglienza#9"
"atmosfera#unknown";"0";"6";"15";"atmosfera";"N";"atmosfera#15"
"tv#Facilities";"0";"6";"14";"tv";"R";"tv#14"
"reception#unknown";"0";"6";"34";"reception";"R";"reception#34"
"ascensore#Facilities";"0";"6";"12";"ascensore";"N";"ascensore#12"
"spa#unknown";"0";"5";"11";"spa";"N";"spa#11"
"cortesia#Staff";"0";"5";"18";"cortesia";"N";"cortesia#18"
"emanuele#Staff";"0";"5";"9";"emanuele";"R";"emanuele#9"
"hall#Interior/exterior";"0";"5";"15";"hall";"N";"hall#15"
"metro#Transportation";"0";"5";"18";"metro";"N";"metro#18"
"piscina#unknown";"0";"5";"75";"piscina";"N";"piscina#75"
"rumore#Noisiness";"0";"4";"14";"rumore";"N";"rumore#14"
"tutti#Staff";"0";"4";"70";"tutto";"Q";"tutti#70"
"esterno#Interior/exterior";"0";"4";"11";"esterno";"N";"esterno#11"
"ambiente#unknown";"0";"4";"9";"ambiente";"N";"ambiente#9"
"arredamento#Rooms";"0";"4";"19";"arredamento";"N";"arredamento#19"
"parcheggio#Facilities";"0";"4";"18";"parcheggio";"N";"parcheggio#18"
"letti#Beds";"0";"4";"13";"letto";"N";"letti#13"
"stanza#unknown";"0";"4";"57";"stanza";"N";"stanza#57"
"tram#Transportation";"0";"4";"9";"tram";"N";"tram#9"
"market#unknown";"0";"4";"7";"market";"N";"market#7"
"buffet#Breakfast";"0";"4";"28";"buffet";"N";"buffet#28"
"centro#Location";"0";"4";"81";"centro";"N";"centro#81"
"zona#unknown";"0";"4";"43";"zona";"N";"zona#43"
"doccia#Bathroom";"0";"4";"15";"doccia";"N";"doccia#15"
"terrazza#unknown";"0";"4";"8";"terrazza";"N";"terrazza#8"
"zona#Location";"0";"4";"43";"zona";"N";"zona#43"
"palestra#Facilities";"0";"4";"7";"palestra";"N";"palestra#7"
"siena#unknown";"0";"4";"9";"siena";"R";"siena#9"
"resort#unknown";"0";"3";"11";"resort";"R";"resort#11"
"gestione#unknown";"0";"3";"8";"gestione";"N";"gestione#8"
"tranquillità#unknown";"0";"3";"16";"tranquillita'";"R";"tranquillità#16"
"servizi#Facilities";"0";"3";"41";"servizio";"N";"servizi#41"
"interno#Interior/exterior";"0";"3";"20";"interno";"N";"interno#20"
"piazzole#unknown";"0";"3";"7";"piazzola";"R";"piazzole#7"
"stile#Interior/exterior";"0";"3";"15";"stile";"N";"stile#15"
"arredamento#unknown";"0";"3";"19";"arredamento";"N";"arredamento#19"
"panorama#unknown";"0";"3";"8";"panorama";"N";"panorama#8"
"reception#Staff";"0";"3";"34";"reception";"R";"reception#34"
"bagno#unknown";"0";"3";"62";"bagno";"N";"bagno#62"
"albergo#Interior/exterior";"0";"3";"76";"albergo";"N";"albergo#76"
"villaggio#unknown";"0";"3";"7";"villaggio";"N";"villaggio#7"
"parco#unknown";"0";"3";"12";"parco";"N";"parco#12"
"piazzola#unknown";"0";"3";"8";"piazzola";"V";"piazzola#8"
"arredi#Interior/exterior";"0";"3";"7";"arredo";"N";"arredi#7"
"ambiente#Interior/exterior";"0";"3";"9";"ambiente";"N";"ambiente#9"
"relax#unknown";"0";"3";"26";"relax";"N";"relax#26"
"navetta#Facilities";"0";"3";"21";"navetta";"N";"navetta#21"
"questo#unknown";"0";"3";"99";"questo";"Q";"questo#99"
"organizzazione#unknown";"0";"3";"4";"organizzazione";"N";"organizzazione#4"
"qualità#unknown";"0";"3";"62";"qualità";"V";"qualità#62"
"cassaforte#Facilities";"0";"3";"5";"cassaforte";"N";"cassaforte#5"
"ristorazione#Restaurant";"0";"3";"5";"ristorazione";"N";"ristorazione#5"
"residenza#unknown";"0";"3";"5";"residenza";"N";"residenza#5"
"animatori#Staff";"0";"3";"7";"animatore";"N";"animatori#7"
"autista#Staff";"0";"3";"4";"autista";"N";"autista#4"
"stanze#unknown";"0";"3";"38";"stanza";"N";"stanze#38"
"direttore#Staff";"0";"3";"4";"direttore";"N";"direttore#4"
"location#unknown";"0";"3";"9";"location";"R";"location#9"
"docce#Bathroom";"0";"3";"7";"doccia";"N";"docce#7"
"metropolitana#Transportation";"0";"3";"13";"metropolitana";"N";"metropolitana#13"
"persone#Staff";"0";"3";"21";"persona";"N";"persone#21"
"navetta#unknown";"0";"3";"21";"navetta";"N";"navetta#21"
"buffet#Restaurant";"0";"3";"28";"buffet";"N";"buffet#28"
"camping#unknown";"0";"3";"8";"camping";"R";"camping#8"
"porte#unknown";"0";"2";"5";"porta";"N";"porte#5"
"accoglienza#unknown";"0";"2";"9";"accoglienza";"N";"accoglienza#9"
"ristorante#unknown";"0";"2";"51";"ristorante";"N";"ristorante#51"
"tenda#Bathroom";"0";"2";"7";"tenda";"N";"tenda#7"
"cibo#unknown";"0";"2";"19";"cibo";"N";"cibo#19"
"internet#Internet";"0";"2";"19";"internet";"R";"internet#19"
"dormire#unknown";"0";"2";"12";"dormire";"V";"dormire#12"
"tutto#Restaurant";"0";"2";"90";"tutto";"A";"tutto#90"
"caffè#Breakfast";"0";"2";"10";"caffe'";"N";"caffè#10"
"servizi#Bathroom";"0";"2";"41";"servizio";"N";"servizi#41"
"appartamenti#Interior/exterior";"0";"2";"6";"appartamento";"N";"appartamenti#6"
"dolci#Breakfast";"0";"2";"4";"dolce";"G";"dolci#4"
"complesso#unknown";"0";"2";"12";"complesso";"N";"complesso#12"
"frutta#Breakfast";"0";"2";"12";"frutta";"N";"frutta#12"
"autostrada#unknown";"0";"2";"4";"autostrada";"N";"autostrada#4"
"proprietario#Staff";"0";"2";"10";"proprietario";"N";"proprietario#10"
"parcheggi#unknown";"0";"2";"4";"parcheggio";"N";"parcheggi#4"
"ingresso#Interior/exterior";"0";"2";"8";"ingresso";"N";"ingresso#8"
"buffet#unknown";"0";"2";"28";"buffet";"N";"buffet#28"
"palazzo#Interior/exterior";"0";"2";"3";"palazzo";"N";"palazzo#3"
"bidet#Bathroom";"0";"2";"3";"bidet";"N";"bidet#3"
"finestra#Rooms";"0";"2";"5";"finestra";"G";"finestra#5"
"scale#unknown";"0";"2";"7";"scala";"N";"scale#7"
"frigorifero#Facilities";"0";"2";"3";"frigorifero";"N";"frigorifero#3"
"acqua#Bathroom";"0";"2";"17";"acqua";"N";"acqua#17"
"palestra#unknown";"0";"2";"7";"palestra";"N";"palestra#7"
"mobilio#Interior/exterior";"0";"2";"4";"mobilio";"N";"mobilio#4"
"appartamenti#unknown";"0";"2";"6";"appartamento";"N";"appartamenti#6"
"parquet#Interior/exterior";"0";"2";"4";"parquet";"N";"parquet#4"
"colazione#Restaurant";"0";"2";"117";"colazione";"N";"colazione#117"
"giudizio#unknown";"0";"2";"7";"giudizio";"N";"giudizio#7"
"locali#unknown";"0";"2";"6";"locale";"N";"locali#6"
"aeroporto#unknown";"0";"2";"16";"aeroporto";"N";"aeroporto#16"
"simpatia#Staff";"0";"2";"7";"simpatia";"N";"simpatia#7"
"pareti#Rooms";"0";"2";"3";"parete";"N";"pareti#3"
"vasca#Bathroom";"0";"2";"4";"vasca";"N";"vasca#4"
"wireless#Internet";"0";"2";"3";"wireless";"R";"wireless#3"
"firenze#unknown";"0";"2";"13";"firenze";"R";"firenze#13"
"moquette#Interior/exterior";"0";"2";"6";"moquette";"N";"moquette#6"
"disponibilità#Staff";"0";"2";"13";"disponibilita'";"N";"disponibilità#13"
"pulizie#Cleanliness";"0";"2";"3";"pulizia";"N";"pulizie#3"
"campeggio#Interior/exterior";"0";"2";"59";"campeggio";"N";"campeggio#59"
"paese#unknown";"0";"2";"9";"paese";"N";"paese#9"
"mezzi#Transportation";"0";"2";"10";"mezzo";"N";"mezzi#10"
"quartiere#unknown";"0";"2";"6";"quartiere";"N";"quartiere#6"
"ambienti#unknown";"0";"2";"6";"ambiente";"N";"ambienti#6"
"pasti#Restaurant";"0";"2";"5";"pasto";"N";"pasti#5"
"ristoranti#unknown";"0";"2";"28";"ristorante";"N";"ristoranti#28"
"balcone#Rooms";"0";"2";"4";"balcone";"N";"balcone#4"
"panorama#Rooms";"0";"2";"8";"panorama";"N";"panorama#8"
"pineta#unknown";"0";"2";"5";"pineta";"N";"pineta#5"
"appartamento#unknown";"0";"1";"8";"appartamento";"N";"appartamento#8"
"professionalità#Staff";"0";"1";"7";"professionalita'";"N";"professionalità#7"
"wynn#unknown";"0";"1";"2";"wynn";"R";"wynn#2"
"spa#Facilities";"0";"1";"11";"spa";"N";"spa#11"
"aria#Facilities";"0";"1";"15";"aria";"N";"aria#15"
"asciugamani#Bathroom";"0";"1";"6";"asciugamano";"N";"asciugamani#6"
"strip#unknown";"0";"1";"3";"strip";"N";"strip#3"
"muffa#Cleanliness";"0";"1";"4";"muffa";"N";"muffa#4"
"frutta#Restaurant";"0";"1";"12";"frutta";"N";"frutta#12"
"polvere#Cleanliness";"0";"1";"2";"polvere";"N";"polvere#2"
"prati#unknown";"0";"1";"2";"prato";"N";"prati#2"
"chiavi#unknown";"0";"1";"5";"chiave";"N";"chiavi#5"
"paesino#unknown";"0";"1";"4";"paesino";"N";"paesino#4"
"passignano#unknown";"0";"1";"3";"passignano";"V";"passignano#3"
"sistemazione#Rooms";"0";"1";"8";"sistemazione";"N";"sistemazione#8"
"costruzione#unknown";"0";"1";"2";"costruzione";"N";"costruzione#2"
"discoteca#Facilities";"0";"1";"2";"discoteca";"N";"discoteca#2"
"comodità#Rooms";"0";"1";"5";"comodita'";"R";"comodità#5"
"corridoio#unknown";"0";"1";"5";"corridoio";"N";"corridoio#5"
"simoncello#unknown";"0";"1";"3";"simoncello";"R";"simoncello#3"
"connessione#Internet";"0";"1";"8";"connessione";"N";"connessione#8"
"superficie#Interior/exterior";"0";"1";"2";"superficie";"N";"superficie#2"
"movida#unknown";"0";"1";"3";"movida";"R";"movida#3"
"residence#unknown";"0";"1";"4";"residence";"N";"residence#4"
"market#Facilities";"0";"1";"7";"market";"N";"market#7"
"cameriera#Staff";"0";"1";"2";"cameriera";"N";"cameriera#2"
"nostra#Rooms";"0";"1";"24";"nostro";"G";"nostra#24"
"pranzo#Restaurant";"0";"1";"13";"pranzo";"N";"pranzo#13"
"mobilio#Rooms";"0";"1";"4";"mobilio";"N";"mobilio#4"
"intrattenimento#unknown";"0";"1";"8";"intrattenimento";"N";"intrattenimento#8"
"paesaggio#unknown";"0";"1";"3";"paesaggio";"N";"paesaggio#3"
"marais#unknown";"0";"1";"2";"marais";"R";"marais#2"
"dubai#unknown";"0";"1";"21";"dubai";"N";"dubai#21"
"cameriera#unknown";"0";"1";"2";"cameriera";"N";"cameriera#2"
"piscine#unknown";"0";"1";"15";"piscina";"N";"piscine#15"
"mobili#Interior/exterior";"0";"1";"2";"mobile";"N";"mobili#2"
"lounge#unknown";"0";"1";"2";"lounge";"R";"lounge#2"
"design#unknown";"0";"1";"2";"design";"N";"design#2"
"appartamento#Interior/exterior";"0";"1";"8";"appartamento";"N";"appartamento#8"
"figlio#Staff";"0";"1";"5";"figlio";"N";"figlio#5"
"dentro#Interior/exterior";"0";"1";"3";"dentro";"P";"dentro#3"
"piazzole#Interior/exterior";"0";"1";"7";"piazzola";"R";"piazzole#7"
"personale#Rooms";"0";"1";"125";"personale";"G";"personale#125"
"volterra#unknown";"0";"1";"4";"volterra";"R";"volterra#4"
"condizionatore#Facilities";"0";"1";"2";"condizionatore";"N";"condizionatore#2"
"stanze#Interior/exterior";"0";"1";"38";"stanza";"N";"stanze#38"
"interno#unknown";"0";"1";"20";"interno";"N";"interno#20"
"martina#Staff";"0";"1";"5";"martina";"R";"martina#5"
"persone#unknown";"0";"1";"21";"persona";"N";"persone#21"
"fiori#Interior/exterior";"0";"1";"3";"fiore";"N";"fiori#3"
"heraklion#unknown";"0";"1";"2";"heraklion";"R";"heraklion#2"
"qua#unknown";"0";"1";"2";"qua";"A";"qua#2"
"piano#unknown";"0";"1";"32";"piano";"N";"piano#32"
"attrezzature#Facilities";"0";"1";"2";"attrezzatura";"N";"attrezzature#2"
"king#Staff";"0";"1";"5";"king";"R";"king#5"
"lavandino#Bathroom";"0";"1";"3";"lavandino";"N";"lavandino#3"
"locale#Breakfast";"0";"1";"3";"locale";"N";"locale#3"
"telefono#Facilities";"0";"1";"3";"telefono";"N";"telefono#3"
"succhi#Breakfast";"0";"1";"4";"succhio";"N";"succhi#4"
"pulizia#unknown";"0";"1";"56";"pulizia";"N";"pulizia#56"
"odore#unknown";"0";"1";"6";"odore";"N";"odore#6"
"luogo#unknown";"0";"1";"14";"luogo";"N";"luogo#14"
"montmartre#unknown";"0";"1";"3";"montmartre";"R";"montmartre#3"
"miniclub#unknown";"0";"1";"7";"miniclub";"R";"miniclub#7"
"natura#unknown";"0";"1";"14";"natura";"N";"natura#14"
"titolari#Staff";"0";"1";"2";"titolare";"N";"titolari#2"
"prezzi#unknown";"0";"1";"21";"prezzo";"N";"prezzi#21"
"gentilezza#Staff";"0";"1";"17";"gentilezza";"N";"gentilezza#17"
"igiene#Cleanliness";"0";"1";"3";"igiene";"N";"igiene#3"
"lenzuola#Beds";"0";"1";"5";"lenzuolo";"N";"lenzuola#5"
"verdura#Breakfast";"0";"1";"2";"verdura";"N";"verdura#2"
"termostato#unknown";"0";"1";"2";"termostato";"N";"termostato#2"
"secondi#unknown";"0";"1";"3";"secondo";"N";"secondi#3"
"paesaggio#Location";"0";"1";"3";"paesaggio";"N";"paesaggio#3"
"tende#unknown";"0";"1";"3";"tendere";"N";"tende#3"
"esperienza#unknown";"0";"1";"11";"esperienza";"N";"esperienza#11"
"comfort#Rooms";"0";"1";"6";"comfort";"N";"comfort#6"
"vetrate#Interior/exterior";"0";"1";"3";"vetrata";"N";"vetrate#3"
"burj#unknown";"0";"1";"5";"burj";"N";"burj#5"
"porto#unknown";"0";"1";"3";"porto";"N";"porto#3"
"ascensori#Facilities";"0";"1";"3";"ascensori";"G";"ascensori#3"
"giovani#unknown";"0";"1";"7";"giovane";"N";"giovani#7"
"porzioni#Restaurant";"0";"1";"3";"porzione";"N";"porzioni#3"
"ubicazione#Location";"0";"1";"3";"ubicazione";"N";"ubicazione#3"
"aeroporto#Transportation";"0";"1";"16";"aeroporto";"N";"aeroporto#16"
"tv#unknown";"0";"1";"14";"tv";"R";"tv#14"
"posizione#Facilities";"0";"1";"107";"posizione";"N";"posizione#107"
"gente#unknown";"0";"1";"6";"gente";"N";"gente#6"
"breakfast#Breakfast";"0";"1";"3";"breakfast";"N";"breakfast#3"
"posto#Location";"0";"1";"64";"posto";"N";"posto#64"
"verdura#Restaurant";"0";"1";"2";"verdura";"N";"verdura#2"
"arredi#unknown";"0";"1";"7";"arredo";"N";"arredi#7"
"sdraio#Facilities";"0";"1";"3";"sdraio";"N";"sdraio#3"
"staff#unknown";"0";"1";"32";"staff";"N";"staff#32"
"colazioni#Breakfast";"0";"1";"2";"colazione";"N";"colazioni#2"
"servizio#Restaurant";"0";"1";"55";"servizio";"N";"servizio#55"
"pentolina#unknown";"0";"1";"9";"pentolina";"N";"pentolina#9"
"jumeirah#unknown";"0";"1";"3";"jumeirah";"R";"jumeirah#3"
"reception#Interior/exterior";"0";"1";"34";"reception";"R";"reception#34"
"camerieri#unknown";"0";"1";"3";"cameriere";"N";"camerieri#3"
"gestori#Staff";"0";"1";"2";"gestore";"N";"gestori#2"
"bambini#unknown";"0";"1";"33";"bambino";"N";"bambini#33"
"supermarket#unknown";"0";"1";"2";"supermarket";"N";"supermarket#2"
"idromassaggio#Bathroom";"0";"1";"3";"idromassaggio";"N";"idromassaggio#3"
"armadio#unknown";"0";"1";"2";"armadio";"N";"armadio#2"
"costi#Value-for-money";"0";"1";"4";"costo";"N";"costi#4"
"svago#unknown";"0";"1";"3";"svago";"N";"svago#3"
"prodotti#Breakfast";"0";"1";"5";"prodotto";"N";"prodotti#5"
"maxicaravan#unknown";"0";"1";"2";"maxicaravan";"R";"maxicaravan#2"
"piscina#Staff";"0";"1";"75";"piscina";"N";"piscina#75"
"frigo#Rooms";"0";"1";"4";"frigo";"N";"frigo#4"
"tenuta#unknown";"0";"1";"5";"tenuta";"N";"tenuta#5"
"sauna#Facilities";"0";"1";"4";"sauna";"N";"sauna#4"
"hall#unknown";"0";"1";"15";"hall";"N";"hall#15"
"collegamento#Transportation";"0";"1";"3";"collegamento";"N";"collegamento#3"
"vista#Rooms";"0";"1";"61";"vista";"N";"vista#61"
"fuori#Interior/exterior";"0";"1";"23";"fuori";"N";"fuori#23"
"ristrutturazione#unknown";"0";"1";"5";"ristrutturazione";"N";"ristrutturazione#5"
"supermercato#unknown";"0";"1";"5";"supermercato";"N";"supermercato#5"
"moquette#Rooms";"0";"1";"6";"moquette";"N";"moquette#6"
"spazi#unknown";"0";"1";"7";"spazio";"N";"spazi#7"
"panorama#Interior/exterior";"0";"1";"8";"panorama";"N";"panorama#8"
"ascensore#unknown";"0";"1";"12";"ascensore";"N";"ascensore#12"
"qualitá#Restaurant";"0";"1";"2";"qualitá";"V";"qualitá#2"
"prenotazione#Reservation/check-in/check-out";"0";"1";"7";"prenotazione";"N";"prenotazione#7"
"pavimento#Bathroom";"0";"1";"3";"pavimento";"N";"pavimento#3"
"prodotti#unknown";"0";"1";"5";"prodotto";"N";"prodotti#5"
"sala#Interior/exterior";"0";"1";"12";"sala";"N";"sala#12"
"menù#Restaurant";"0";"1";"5";"menu'";"N";"menù#5"
"lettini#unknown";"0";"1";"2";"lettino";"N";"lettini#2"
"location#Interior/exterior";"0";"1";"9";"location";"R";"location#9"
"frutta#unknown";"0";"1";"12";"frutta";"N";"frutta#12"
"ombrelloni#unknown";"0";"1";"4";"ombrellone";"N";"ombrelloni#4"
