"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"sonnenuntergänge#unknown";"1";"1";"1";"Sonnenuntergang";"N";"sonnenuntergänge#1"
"urlab#unknown";"1";"1";"1";"Urlab";"O";"urlab#1"
"übernachtungsmöglichkeit#unknown";"1";"1";"1";"Übernachtungsmöglichkeit";"N";"übernachtungsmöglichkeit#1"
"stadthotelmit#unknown";"1";"1";"1";"Stadthotelmit";"O";"stadthotelmit#1"
"komfortzimmer#Rooms";"1";"1";"1";"Komfortzimmer";"O";"komfortzimmer#1"
"geburtstagstisch#unknown";"1";"1";"1";"Geburtstagstisch";"N";"geburtstagstisch#1"
"spabereich#Facilities";"1";"1";"1";"Spabereich";"O";"spabereich#1"
"aßen#Restaurant";"1";"1";"1";"essen";"V";"aßen#1"
"programmliste#unknown";"1";"1";"1";"Programmliste";"O";"programmliste#1"
"farbanstrichen#Interior/exterior";"1";"1";"1";"Farbanstrichen";"O";"farbanstrichen#1"
"gastgebertum#unknown";"1";"1";"1";"Gastgebertum";"O";"gastgebertum#1"
"tretmienen#unknown";"1";"1";"1";"TRETMIENEN";"O";"tretmienen#1"
"balkone#unknown";"1";"1";"1";"Balkon";"N";"balkone#1"
"einbauschrank#Interior/exterior";"1";"1";"1";"Einbauschrank";"N";"einbauschrank#1"
"anbindungen#unknown";"1";"1";"1";"Anbindung";"N";"anbindungen#1"
"lesezeichen#unknown";"1";"1";"1";"Lesezeichen";"N";"lesezeichen#1"
"helferlein#Staff";"1";"1";"1";"Helferlein";"N";"helferlein#1"
"zimmersafe#Facilities";"1";"1";"1";"Zimmersafe";"O";"zimmersafe#1"
"eileen#Staff";"1";"1";"1";"Eileen";"R";"eileen#1"
"gardinen#Interior/exterior";"1";"1";"1";"Gardine";"N";"gardinen#1"
"zaubertrank#Restaurant";"1";"1";"1";"Zaubertrank";"N";"zaubertrank#1"
"wellnesshotel#Facilities";"1";"1";"1";"Wellnesshotel";"O";"wellnesshotel#1"
"möblierung#Interior/exterior";"1";"1";"1";"Möblierung";"N";"möblierung#1"
"koch#Staff";"1";"1";"1";"Koch";"R";"koch#1"
"hotelservice#Staff";"1";"1";"1";"Hotelservice";"N";"hotelservice#1"
"triumpfbogen#Location";"1";"1";"1";"Triumpfbogen";"O";"triumpfbogen#1"
"novotel#unknown";"1";"1";"1";"Novotel";"O";"novotel#1"
"altbau#Interior/exterior";"1";"1";"1";"Altbau";"N";"altbau#1"
"einkaufcentren#Facilities";"1";"1";"1";"Einkaufcentren";"O";"einkaufcentren#1"
"ausgangsstation#Location";"1";"1";"1";"Ausgangsstation";"N";"ausgangsstation#1"
"betts#Beds";"1";"1";"1";"Bett";"N";"betts#1"
"dreierzimmer#Rooms";"1";"1";"1";"Dreierzimmer";"O";"dreierzimmer#1"
"erwartungen#unknown";"1";"1";"1";"Erwartung";"N";"erwartungen#1"
"fruehstueck#Breakfast";"1";"1";"1";"Fruehstueck";"O";"fruehstueck#1"
"matraze#Beds";"1";"1";"1";"Matraze";"O";"matraze#1"
"valentina#Staff";"1";"1";"1";"Valentina";"R";"valentina#1"
"badezimmertüre#unknown";"1";"1";"1";"Badezimmertüre";"O";"badezimmertüre#1"
"natalie#Staff";"1";"1";"1";"Natalie";"R";"natalie#1"
"straba#unknown";"1";"1";"1";"Straba";"O";"straba#1"
"duschwand#Bathroom";"1";"1";"1";"Duschwand";"O";"duschwand#1"
"züge#unknown";"1";"1";"1";"Zug";"N";"züge#1"
"restaurantbereich#Restaurant";"1";"1";"1";"Restaurantbereich";"N";"restaurantbereich#1"
"frühstückbuffets#Breakfast";"1";"1";"1";"Frühstückbuffets";"O";"frühstückbuffets#1"
"hochschrank#unknown";"1";"1";"1";"Hochschrank";"O";"hochschrank#1"
"lampen#Interior/exterior";"1";"1";"1";"Lampe";"N";"lampen#1"
"sanitär#Bathroom";"1";"1";"1";"Sanitär";"O";"sanitär#1"
"bootverleih#Facilities";"1";"1";"1";"Bootverleih";"O";"bootverleih#1"
"zimmerssessel#Interior/exterior";"1";"1";"1";"Zimmerssessel";"O";"zimmerssessel#1"
"essen.#Restaurant";"1";"1";"1";".";"O";"essen.#1"
"putzlappen#Cleanliness";"1";"1";"1";"Putzlappen";"N";"putzlappen#1"
"taxipreisen#unknown";"1";"1";"1";"Taxipreisen";"O";"taxipreisen#1"
"gartenstreifen#Interior/exterior";"1";"1";"1";"Gartenstreifen";"O";"gartenstreifen#1"
"reparaturstau#unknown";"1";"1";"1";"Reparaturstau";"N";"reparaturstau#1"
"pcs#Facilities";"1";"1";"1";"PC";"N";"pcs#1"
"außenrestaurant#Restaurant";"1";"1";"1";"Außenrestaurant";"O";"außenrestaurant#1"
"tauchbasis#Facilities";"1";"1";"1";"Tauchbasis";"N";"tauchbasis#1"
"glasbadezimmer#Bathroom";"1";"1";"1";"Glasbadezimmer";"O";"glasbadezimmer#1"
"geschaefte#unknown";"1";"1";"1";"Geschaefte";"O";"geschaefte#1"
"mobilar#Interior/exterior";"1";"1";"1";"Mobilar";"O";"mobilar#1"
"duschköpfe#Bathroom";"1";"1";"1";"Duschkopf";"N";"duschköpfe#1"
"ouranoupoulis#Location";"1";"1";"1";"Ouranoupoulis";"O";"ouranoupoulis#1"
"geschäfte#unknown";"1";"1";"1";"Geschäft";"N";"geschäfte#1"
"dusch#Bathroom";"1";"1";"1";"Dusch";"O";"dusch#1"
"frühstückbuffet#Breakfast";"1";"1";"1";"Frühstückbuffet";"O";"frühstückbuffet#1"
"stauraum#unknown";"1";"1";"1";"Stauraum";"N";"stauraum#1"
"seminarbetrieb#Facilities";"1";"1";"1";"Seminarbetrieb";"N";"seminarbetrieb#1"
"schirme#Facilities";"1";"1";"1";"Schirm";"N";"schirme#1"
"rauchmeldern#Interior/exterior";"1";"1";"1";"Rauchmelder";"N";"rauchmeldern#1"
"duschtür#Bathroom";"1";"1";"1";"Duschtür";"O";"duschtür#1"
"trinkwasser#Facilities";"1";"1";"1";"Trinkwasser";"N";"trinkwasser#1"
"gläser#unknown";"1";"1";"1";"Glas";"N";"gläser#1"
"parkraum#Car parking";"1";"1";"1";"Parkraum";"N";"parkraum#1"
"kleiderstange#unknown";"1";"1";"1";"Kleiderstange";"N";"kleiderstange#1"
"wasserkaffee#Breakfast";"1";"1";"1";"Wasserkaffee";"O";"wasserkaffee#1"
"strecken#unknown";"1";"1";"1";"Strecke";"N";"strecken#1"
"hotellift#Facilities";"1";"1";"1";"Hotellift";"O";"hotellift#1"
"kühlschranktür#Interior/exterior";"1";"1";"1";"Kühlschranktür";"N";"kühlschranktür#1"
"rechnungsstellung#unknown";"1";"1";"1";"Rechnungsstellung";"N";"rechnungsstellung#1"
"fernsehprogramm#unknown";"1";"1";"1";"Fernsehprogramm";"N";"fernsehprogramm#1"
"rechnungen#unknown";"1";"1";"1";"Rechnung";"N";"rechnungen#1"
"ausflugsmöglichkeiten#Location";"1";"1";"1";"Ausflugsmöglichkeit";"N";"ausflugsmöglichkeiten#1"
"weinkeller#unknown";"1";"1";"1";"Weinkeller";"N";"weinkeller#1"
"schreibfläche#Interior/exterior";"1";"1";"1";"Schreibfläche";"N";"schreibfläche#1"
"programme#unknown";"1";"1";"1";"Programm";"N";"programme#1"
"badmöbel#Bathroom";"1";"1";"1";"Badmöbel";"N";"badmöbel#1"
"raucherhotel#unknown";"1";"1";"1";"Raucherhotel";"O";"raucherhotel#1"
"bettbezug#Beds";"1";"1";"1";"Bettbezug";"N";"bettbezug#1"
"montopoli#Location";"1";"1";"1";"Montopoli";"O";"montopoli#1"
"porter#Staff";"1";"1";"1";"porter";"O";"porter#1"
"toaster#Facilities";"1";"1";"1";"Toaster";"N";"toaster#1"
"röhrenfernseher#Interior/exterior";"1";"1";"1";"Röhrenfernseher";"O";"röhrenfernseher#1"
"haarwaschen#unknown";"1";"1";"1";"Haarwaschen";"O";"haarwaschen#1"
"bettlaken#Beds";"1";"1";"1";"Bettlaken";"N";"bettlaken#1"
"abfalleimer#Interior/exterior";"1";"1";"1";"Abfalleimer";"N";"abfalleimer#1"
"chefin#Restaurant";"1";"1";"1";"Chefin";"N";"chefin#1"
"gebäude.neu#unknown";"1";"1";"1";"neu";"G";"gebäude.neu#1"
"fachpersonal#Staff";"1";"1";"1";"Fachpersonal";"N";"fachpersonal#1"
"taxis#Transportation";"1";"1";"1";"Taxi";"N";"taxis#1"
"verkehrsverbindungen#Transportation";"1";"1";"1";"Verkehrsverbindung";"N";"verkehrsverbindungen#1"
"zimmereinigung#Cleanliness";"1";"1";"1";"Zimmereinigung";"O";"zimmereinigung#1"
"schranktüren#Interior/exterior";"1";"1";"1";"Schranktür";"N";"schranktüren#1"
"nonplusultra#unknown";"1";"1";"1";"Nonplusultra";"N";"nonplusultra#1"
"früstück#Breakfast";"1";"1";"1";"Früstück";"O";"früstück#1"
"hallenbad#Swimming pool";"1";"1";"1";"Hallenbad";"N";"hallenbad#1"
"kaffeeautomat#Facilities";"1";"1";"1";"Kaffeeautomat";"N";"kaffeeautomat#1"
"rheinhotel#unknown";"1";"1";"1";"Rheinhotel";"O";"rheinhotel#1"
"servicekräfte#Staff";"1";"1";"1";"Servicekräfte";"O";"servicekräfte#1"
"bäume#Interior/exterior";"1";"1";"1";"Baum";"N";"bäume#1"
"team#Staff";"1";"1";"1";"Team";"N";"team#1"
"nippes#unknown";"1";"1";"1";"Nippes";"O";"nippes#1"
"abendshows#unknown";"1";"1";"1";"Abendshows";"O";"abendshows#1"
"badwanne#Bathroom";"1";"1";"1";"Badwanne";"O";"badwanne#1"
"budgets#unknown";"1";"1";"1";"Budget";"N";"budgets#1"
"fahrradverleih#Facilities";"1";"1";"1";"Fahrradverleih";"N";"fahrradverleih#1"
"bruno#Staff";"1";"1";"1";"Bruno";"R";"bruno#1"
"softdrinks#Facilities";"1";"1";"1";"Softdrink";"N";"softdrinks#1"
"shuttleservice#Transportation";"1";"1";"1";"Shuttleservice";"O";"shuttleservice#1"
"bettgestell#Beds";"1";"1";"1";"Bettgestell";"N";"bettgestell#1"
"restuarants#unknown";"1";"1";"1";"Restuarants";"O";"restuarants#1"
"ansoten#unknown";"1";"1";"1";"Ansoten";"O";"ansoten#1"
"wohnraum#Rooms";"1";"1";"1";"Wohnraum";"N";"wohnraum#1"
"joggen#unknown";"1";"1";"1";"Joggen";"N";"joggen#1"
"treppengeländer#Interior/exterior";"1";"1";"1";"Treppengeländer";"N";"treppengeländer#1"
"tapeten#Interior/exterior";"1";"1";"1";"Tapete";"N";"tapeten#1"
"gepäckservice#Facilities";"1";"1";"1";"Gepäckservice";"O";"gepäckservice#1"
"pleite#unknown";"1";"1";"1";"Pleite";"N";"pleite#1"
"messinglampen#unknown";"1";"1";"1";"Messinglampen";"O";"messinglampen#1"
"geholfen#unknown";"1";"1";"1";"helfen";"V";"geholfen#1"
"landschaft#Location";"1";"1";"1";"Landschaft";"N";"landschaft#1"
"desinfektionsmöglichkeiten#unknown";"1";"1";"1";"Desinfektionsmöglichkeiten";"O";"desinfektionsmöglichkeiten#1"
"kleinderschrank#Rooms";"1";"1";"1";"Kleinderschrank";"O";"kleinderschrank#1"
"taschendiebe#unknown";"1";"1";"1";"Taschendieb";"N";"taschendiebe#1"
"spassfaktor#unknown";"1";"1";"1";"Spassfaktor";"O";"spassfaktor#1"
"speiseraum#unknown";"1";"1";"1";"Speiseraum";"N";"speiseraum#1"
"frotteewäsche#Bathroom";"1";"1";"1";"Frotteewäsche";"O";"frotteewäsche#1"
"frühstückraum#Breakfast";"1";"1";"1";"Frühstückraum";"O";"frühstückraum#1"
"holzliegen#unknown";"1";"1";"1";"Holzliegen";"O";"holzliegen#1"
"lüftungsfenster#unknown";"1";"1";"1";"Lüftungsfenster";"O";"lüftungsfenster#1"
"frühstückspersonal#Staff";"1";"1";"1";"Frühstückspersonal";"O";"frühstückspersonal#1"
"hotel#unknown";"0";"157";"612";"Hotel";"N";"hotel#612"
"zimmer#Rooms";"0";"81";"322";"Zimmer";"N";"zimmer#322"
"frühstück#Breakfast";"0";"51";"149";"Frühstück";"N";"frühstück#149"
"es#unknown";"0";"48";"346";"es";"Q";"es#346"
"lage#Location";"0";"31";"79";"Lage";"N";"lage#79"
"personal#Staff";"0";"31";"79";"Personal";"N";"personal#79"
"alles#unknown";"0";"29";"87";"alle";"Q";"alles#87"
"essen#Restaurant";"0";"23";"56";"Essen";"N";"essen#56"
"bad#Bathroom";"0";"23";"53";"Bad";"R";"bad#53"
"urlaub#unknown";"0";"17";"46";"Urlaub";"N";"urlaub#46"
"service#Staff";"0";"15";"49";"Service";"N";"service#49"
"hier#unknown";"0";"14";"37";"hier";"A";"hier#37"
"anlage#unknown";"0";"13";"64";"Anlage";"N";"anlage#64"
"das#unknown";"0";"12";"752";"die";"Q";"das#752"
"sauberkeit#Cleanliness";"0";"11";"39";"Sauberkeit";"N";"sauberkeit#39"
"restaurant#Restaurant";"0";"10";"28";"Restaurant";"N";"restaurant#28"
"badezimmer#Bathroom";"0";"8";"26";"Badezimmer";"N";"badezimmer#26"
"restaurants#Restaurant";"0";"7";"21";"Restaurant";"N";"restaurants#21"
"stadthotel#unknown";"0";"7";"14";"Stadthotel";"N";"stadthotel#14"
"strand#unknown";"0";"7";"46";"Strand";"N";"strand#46"
"die#unknown";"0";"7";"749";"die";"Q";"die#750"
"frühstücksbuffet#Breakfast";"0";"7";"19";"Frühstücksbuffet";"N";"frühstücksbuffet#19"
"pool#Swimming pool";"0";"7";"28";"Pool";"N";"pool#28"
"tv#Facilities";"0";"7";"13";"TV";"R";"tv#13"
"dort#unknown";"0";"6";"55";"dort";"A";"dort#55"
"wlan#Internet";"0";"6";"12";"WLAN";"O";"wlan#12"
"service#unknown";"0";"6";"49";"Service";"N";"service#49"
"möbel#Interior/exterior";"0";"5";"12";"Möbel";"N";"möbel#12"
"aussicht#Location";"0";"5";"8";"Aussicht";"N";"aussicht#8"
"dusche#Bathroom";"0";"5";"23";"Dusche";"N";"dusche#23"
"sie#unknown";"0";"5";"40";"sie";"Q";"sie#40"
"bett#Beds";"0";"5";"17";"Bett";"N";"bett#17"
"aufenthalt#unknown";"0";"4";"19";"Aufenthalt";"N";"aufenthalt#19"
"gäste#unknown";"0";"4";"68";"Gast";"N";"gäste#68"
"hotels#unknown";"0";"4";"71";"Hotel";"N";"hotels#71"
"parkplätze#Car parking";"0";"4";"8";"Parkplatz";"N";"parkplätze#8"
"lage#unknown";"0";"4";"79";"Lage";"N";"lage#79"
"klimaanlage#Facilities";"0";"4";"10";"Klimaanlage";"N";"klimaanlage#10"
"schrank#Interior/exterior";"0";"4";"6";"Schrank";"N";"schrank#6"
"zimmern#Rooms";"0";"4";"25";"Zimmer";"N";"zimmern#25"
"dies#unknown";"0";"4";"17";"dies";"Q";"dies#17"
"was#unknown";"0";"3";"61";"was";"Q";"was#61"
"dieser#unknown";"0";"3";"12";"diese";"Q";"dieser#12"
"teppichboden#Interior/exterior";"0";"3";"4";"Teppichboden";"N";"teppichboden#4"
"meer#unknown";"0";"3";"21";"Meer";"N";"meer#21"
"zimmer#unknown";"0";"3";"322";"Zimmer";"N";"zimmer#322"
"aufzug#Facilities";"0";"3";"8";"Aufzug";"N";"aufzug#8"
"lobby#unknown";"0";"3";"17";"Lobby";"N";"lobby#17"
"frühstücksraum#Breakfast";"0";"3";"12";"Frühstücksraum";"N";"frühstücksraum#12"
"betten#Beds";"0";"3";"15";"Bett|Betten";"N";"betten#15"
"strand#Location";"0";"3";"46";"Strand";"N";"strand#46"
"ambiente#unknown";"0";"3";"9";"Ambiente";"N";"ambiente#9"
"haus#unknown";"0";"3";"24";"Haus";"N";"haus#24"
"badeurlaub#unknown";"0";"3";"6";"Badeurlaub";"N";"badeurlaub#6"
"businesshotel#unknown";"0";"3";"8";"Businesshotel";"O";"businesshotel#8"
"alle#unknown";"0";"3";"44";"alle";"Q";"alle#44"
"service#Facilities";"0";"3";"49";"Service";"N";"service#49"
"hilton#unknown";"0";"3";"9";"Hilton";"O";"hilton#9"
"fernseher#Facilities";"0";"3";"9";"Fernseher";"N";"fernseher#9"
"fenster#unknown";"0";"3";"20";"Fenster";"N";"fenster#20"
"eingangsbereich#unknown";"0";"3";"5";"Eingangsbereich";"N";"eingangsbereich#5"
"abendessen#Restaurant";"0";"3";"13";"Abendessen";"N";"abendessen#13"
"speisen#Restaurant";"0";"3";"15";"Speise|Speisen";"N";"speisen#15"
"auswahl#unknown";"0";"3";"17";"Auswahl";"N";"auswahl#17"
"umgebung#Location";"0";"3";"14";"Umgebung";"N";"umgebung#14"
"duschen#Bathroom";"0";"2";"3";"Dusche|Duschen";"N";"duschen#3"
"räume#Rooms";"0";"2";"5";"Raum";"N";"räume#5"
"kurzurlaub#unknown";"0";"2";"7";"Kurzurlaub";"N";"kurzurlaub#7"
"sauber#Cleanliness";"0";"2";"88";"sauber";"G";"sauber#88"
"hotel#Location";"0";"2";"612";"Hotel";"N";"hotel#612"
"ausstattung#Interior/exterior";"0";"2";"14";"Ausstattung";"N";"ausstattung#14"
"anlage#Interior/exterior";"0";"2";"64";"Anlage";"N";"anlage#64"
"safe#Facilities";"0";"2";"7";"Safe";"N";"safe#7"
"ferienhaus#unknown";"0";"2";"3";"Ferienhaus";"N";"ferienhaus#3"
"halbpension#unknown";"0";"2";"13";"Halbpension";"N";"halbpension#13"
"verkehrsanbindung#unknown";"0";"2";"5";"Verkehrsanbindung";"N";"verkehrsanbindung#5"
"wifi#Internet";"0";"2";"4";"Wifi";"O";"wifi#4"
"poolbereich#Swimming pool";"0";"2";"3";"Poolbereich";"O";"poolbereich#3"
"kaffee#Breakfast";"0";"2";"15";"Kaffee";"N";"kaffee#15"
"sich#unknown";"0";"2";"137";"sich";"Q";"sich#137"
"strandlage#Location";"0";"2";"4";"Strandlage";"O";"strandlage#4"
"waschbecken#Bathroom";"0";"2";"4";"Waschbecken";"N";"waschbecken#4"
"fenster#Rooms";"0";"2";"20";"Fenster";"N";"fenster#20"
"da#unknown";"0";"2";"95";"da";"A";"da#95"
"raucherzimmer#Rooms";"0";"2";"4";"Raucherzimmer";"N";"raucherzimmer#4"
"matratzen#Beds";"0";"2";"5";"Matratze";"N";"matratzen#5"
"lounge#Facilities";"0";"2";"9";"Lounge";"O";"lounge#9"
"man#Staff";"0";"2";"256";"man";"Q";"man#256"
"sehenswürdigkeiten#unknown";"0";"2";"8";"Sehenswürdigkeit";"N";"sehenswürdigkeiten#8"
"parken#Car parking";"0";"2";"5";"parken";"V";"parken#5"
"preis#Value-for-money";"0";"2";"39";"Preis";"N";"preis#39"
"familienhotel#unknown";"0";"2";"3";"Familienhotel";"N";"familienhotel#3"
"bettwäsche#Beds";"0";"2";"6";"Bettwäsche";"N";"bettwäsche#6"
"wir#unknown";"0";"2";"331";"wir";"Q";"wir#331"
"teppich#Interior/exterior";"0";"2";"8";"Teppich";"N";"teppich#8"
"freundlichkeit#unknown";"0";"2";"13";"Freundlichkeit";"N";"freundlichkeit#13"
"buffet#Restaurant";"0";"2";"9";"Buffet";"N";"buffet#9"
"handtücher#unknown";"0";"2";"13";"Handtuch";"N";"handtücher#13"
"restaurants#unknown";"0";"2";"21";"Restaurant";"N";"restaurants#21"
"bars#Location";"0";"2";"4";"Bar";"N";"bars#4"
"internet#Internet";"0";"2";"5";"Internet";"N";"internet#5"
"ausstattung#Facilities";"0";"2";"14";"Ausstattung";"N";"ausstattung#14"
"pisa#unknown";"0";"2";"6";"Pisa";"R";"pisa#6"
"er#unknown";"0";"2";"11";"er";"Q";"er#11"
"eingerichtet#Interior/exterior";"0";"2";"23";"einrichten";"V";"eingerichtet#23"
"armaturen#Interior/exterior";"0";"1";"2";"Armatur";"N";"armaturen#2"
"supermarkt#unknown";"0";"1";"9";"Supermarkt";"N";"supermarkt#9"
"sandstrand#unknown";"0";"1";"3";"Sandstrand";"N";"sandstrand#3"
"heizung#Facilities";"0";"1";"2";"Heizung";"N";"heizung#2"
"cocktails#unknown";"0";"1";"2";"Cocktail";"N";"cocktails#2"
"rührei#Breakfast";"0";"1";"3";"Rührei";"N";"rührei#3"
"...#unknown";"0";"1";"38";"...";"O";"...#38"
"frühling#unknown";"0";"1";"2";"Frühling";"N";"frühling#2"
"einchecken#Reservation/check-in/check-out";"0";"1";"4";"Einchecken";"N";"einchecken#4"
"spiegel#Bathroom";"0";"1";"4";"Spiegel";"N";"spiegel#4"
"zimmerausstattung#Interior/exterior";"0";"1";"2";"Zimmerausstattung";"O";"zimmerausstattung#2"
"klientel#unknown";"0";"1";"2";"Klientel";"N";"klientel#2"
"wohnung#unknown";"0";"1";"2";"Wohnung";"N";"wohnung#2"
"nichtraucherzimmer#Rooms";"0";"1";"2";"Nichtraucherzimmer";"O";"nichtraucherzimmer#2"
"standort#Location";"0";"1";"2";"Standort";"N";"standort#2"
"weine#Restaurant";"0";"1";"4";"Wein";"N";"weine#4"
"wochenende#unknown";"0";"1";"14";"Wochenende";"N";"wochenende#14"
"wohneinheiten#Interior/exterior";"0";"1";"2";"Wohneinheit";"N";"wohneinheiten#2"
"rauch#Cleanliness";"0";"1";"2";"Rauch";"R";"rauch#2"
"es#Cleanliness";"0";"1";"346";"es";"Q";"es#346"
"handtücher#Bathroom";"0";"1";"13";"Handtuch";"N";"handtücher#13"
"rezeptionistin#Staff";"0";"1";"3";"Rezeptionistin";"O";"rezeptionistin#3"
"hote#unknown";"0";"1";"2";"Hote";"O";"hote#2"
"sonne#unknown";"0";"1";"2";"Sonne";"N";"sonne#2"
"lift#unknown";"0";"1";"2";"Lift";"N";"lift#2"
"architektur#Interior/exterior";"0";"1";"2";"Architektur";"N";"architektur#2"
"bügeleisen#Facilities";"0";"1";"2";"Bügeleisen";"N";"bügeleisen#2"
"mallorca#unknown";"0";"1";"2";"Mallorca";"R";"mallorca#2"
"silberfische#unknown";"0";"1";"2";"Silberfisch";"N";"silberfische#2"
"wo#unknown";"0";"1";"8";"wo";"Q";"wo#8"
"zustand#unknown";"0";"1";"33";"zustehen";"V";"zustand#33"
"leistung#unknown";"0";"1";"9";"Leistung";"N";"leistung#9"
"wasserkocher#Facilities";"0";"1";"8";"Wasserkocher";"N";"wasserkocher#8"
"zimmerservice#Staff";"0";"1";"2";"Zimmerservice";"N";"zimmerservice#2"
"ei#Breakfast";"0";"1";"3";"Ei";"N";"ei#3"
"preisleistungsverhältnis#Value-for-money";"0";"1";"2";"Preisleistungsverhältnis";"O";"preisleistungsverhältnis#2"
"unseres#unknown";"0";"1";"6";"unser";"Q";"unseres#6"
"reklamation#unknown";"0";"1";"11";"Reklamation";"N";"reklamation#11"
"pools#Swimming pool";"0";"1";"3";"Pool";"N";"pools#3"
"schmutz#Cleanliness";"0";"1";"2";"Schmutz";"N";"schmutz#2"
"kellner#Staff";"0";"1";"4";"Kellner";"N";"kellner#4"
"brötchen#Breakfast";"0";"1";"7";"Brötchen";"N";"brötchen#7"
"paris#unknown";"0";"1";"17";"Paris";"R";"paris#17"
"der#unknown";"0";"1";"589";"die";"Q";"der#589"
"publikum#unknown";"0";"1";"9";"Publikum";"N";"publikum#9"
"gästen#unknown";"0";"1";"13";"Gast";"N";"gästen#13"
"an#unknown";"0";"1";"138";"an";"P";"an#138"
"küche#Restaurant";"0";"1";"10";"Küche";"N";"küche#10"
"treppen#unknown";"0";"1";"4";"Treppe";"N";"treppen#4"
"verbindung#Internet";"0";"1";"6";"Verbindung";"N";"verbindung#6"
"duschgel#Bathroom";"0";"1";"2";"Duschgel";"N";"duschgel#2"
"verkehrslärm#Noisiness";"0";"1";"2";"Verkehrslärm";"N";"verkehrslärm#2"
"insel#unknown";"0";"1";"7";"Insel";"N";"insel#7"
"körbchen#unknown";"0";"1";"2";"Körbchen";"N";"körbchen#2"
"bäder#unknown";"0";"1";"3";"Bad";"N";"bäder#3"
"bettwäsche#Cleanliness";"0";"1";"6";"Bettwäsche";"N";"bettwäsche#6"
"armaturen#Bathroom";"0";"1";"2";"Armatur";"N";"armaturen#2"
"innenstadt#Location";"0";"1";"9";"Innenstadt";"N";"innenstadt#9"
"tische#Cleanliness";"0";"1";"4";"Tisch";"N";"tische#4"
